"fdc_id","food_desc","source_fct","comments","food_group","previous_fcd_id","nutrient_data_source","footnote","Edible_factor_in_FCT","specific_gravity","total_solids","XN","XFA","WATERg","NTg","PROCNTg","FAT_g","CHOAVLMg","ENERCkcal","ENERCkJ","STARCHMg","OLSACMg","SUGARMg","GLUSg","GALSg","FRUSg","SUCSMg","MALSMg","LACSMg","ALCg_100mL","NSPg","FIBTGg","FASATg_100gFAT","FASATg","FAPUN6g_100gFAT","FAPUN6g","FAPUN3g_100gFAT","FAPUN3g","cisFAMSg_100gFAT","cisFAMSg","FAMSg_100gFAT","FAMSg","cisFAPUg_100gFAT","cisFAPUg","FAPUg_100gFAT","FAPUg","exFASATg_100gFAT","exFASATg","brFACIDg_100gFAT","brFACIDg","FATRNg_100gFAT","FATRNg","CHOLmg","NAmg","Kmg","CAmg","MGmg","Pmg","FEmg","CUmg","ZNmg","CLDmg","MNmg","SEmcg","IDmcg","RETOLmcg","CARTBEQmcg","VITAmcg","VITDmcg","VITEmg","VITKmcg","THIAmg","RIBFmg","NIAmg","NIATRPmg","NIAEQmg","VITB6_mg","VITB12mcg","FOLmcg","PANTACmg","BIOTmcg","VITCmg","transRETOLmg","cisRETOLmg","dehydroRETOLmg","RETALDmcg","CARTAmcg","CARTBmcg","Cryptoxanthinsmcg","Luteinmcg","LYCOmcg","CHOCALOHmcg","CHOCALmcg","methylFOLmcg","TOCPHAmg","TOCPHBmg","TOCPHDmg","TOCPHGmg","TOCTRAmg","TOCTRGmg","FAC4:0","FAC6:0","FAC8:0","FAC10:0","FAC11:0xb","FAC12:0","FAC12:0xb","FAC13:0","FAC13:0xb","FAC14:0","FAC14:0xb","FAC15:0","FAC15:0xb","FAC16:0","FAC16:0xb","FAC17:0","FAC17:0xb","FAC18:0","FAC18:0xb","FAC19:0","FAC20:0","FAC20:0xb","FAC22:0","FAC22:0xb","FAC24:0","FAC24:0xb","FAC25:0xb","FOD4:0","FOD6:0","FOD8:0","FOD10:0","FOD11:0xb","FOD12:0","FOD12:0xb","FOD13:0","FOD13:0xb","FOD14:0","FOD14:0xb","FOD15:0","FOD15:0xb","FOD16:0","FOD16:0xb","FOD17:0","FOD17:0xb","FOD18:0","FOD18:0xb","FOD19:0","FOD20:0","FOD20:0xb","FOD22:0","FOD22:0xb","FOD24:0","FOD24:0xb","FOD25:0xb","FAC10:1","FAC10:1c","FAC12:1","FAC12:1c","FAC14:1","FAC14:1c","FAC15:1","FAC15:1c","FAC16:1","FAC16:1c","FAC17:1","FAC17:1c","FAC18:1","FAC18:1c","FAC18:1n9","FAC18:1n7","FAC20:1","FAC20:1c","FAC22:1","FAC22:1c","FAC22:1n11","FAC22:1n9","FAC24:1","FAC24:1c","MONOFACtr","FOD10:1","FOD10:1c","FOD12:1","FOD12:1c","FOD14:1","FOD14:1c","FOD15:1","FOD15:1c","FOD16:1","FOD16:1c","FOD17:1","FOD17:1c","FOD18:1","FOD18:1c","FOD18:1n9","FOD18:1n7","FOD20:1","FOD20:1c","FOD22:1","FOD22:1c","FOD22:1n11","FOD22:1n9","FOD24:1","FOD24:1c","MONOFODtr","FAC16:2","FAC16:2c","FAC16:3c","FAC16:4","FAC16:4c","FAC16 poly","FAC18:2","FAC18:2cn6","FAC18:3","FAC18:3cn3","FAC18:3cn6","FAC18:4","FAC18:4cn3","FAC18 poly","FAC20:2","FAC20:2cn6","FAC20:3","FAC20:3cn6","FAC20:4","FAC20:4cn6","FAC20:5","FAC20:5cn3","FAC20 poly","FAC21:5","FAC21:5cn3","FAC22:2","FAC22:2cn6","FAC22:3cn6","FAC22:4","FAC22:4cn6","FAC22:5","FAC22:5cn3","FAC22:6","FAC22:6cn3","FAC22 poly","POLYFACtr","FOD16:2","FOD16:2c","FOD16:3","FOD16:4","FOD16:4c","FOD16 poly","FOD18:2","FOD18:2cn6","FOD18:3","FOD18:3cn3","FOD18:3cn6","FOD18:4","FOD18:4cn3","FOD18 poly","FOD20:2","FOD20:2cn6","FOD20:3","FOD20:3cn6","FOD20:4","FOD20:4cn6","FOD20:5","F20D5N3g","FOD20 poly","FOD21:5","FOD21:5cn3","FOD22:2","FOD22:2cn6","FOD22:3cn6","FOD22:4","FOD22:4cn6","FOD22:5","FOD22:5cn3","FOD22:6","F22D6N3g","FOD22 poly","POLYFODtr","Total PHYTO","Other CHOL and PHYTO","PHYTO","BSITPHYTO","BRASPHYTO","CAMPHYTO","D5AVEN","D7AVEN","D7STIG","STIGPHYTO","CITA","MALA","CHOALVg"
"14-084","Dates, raw, flesh and skin, weighed with stones","UK21","Calculated from whole raw dates, 14-083","FA","50-886","LGC, Fruit and vegetables, 1989-1990",NA,"0.86",NA,NA,NA,NA,"52.2","0.21","1.3","0.1","26.9","107","456","0.0",NA,"26.9","13.9",NA,"13.0","0","0.0","0.0","0.0","1.5",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0.00","0.0","6","350","21","21","24","0.30","0.10","0.2","180","0.20","1",NA,"0","15","3","0.0",NA,NA,"0.05","0.06","0.6","0.6","1.2","0.10","0.0","21","0.18",NA,"12",NA,NA,NA,NA,"0","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6190476190476
"12-398","Desserts, dairy, chocolate","UK21","8 samples, 4 brands including milk chocolate and caramel and white chocolate dessert pots, chilled","BR","12-912","Reviewed 2013. LGC, Nutritional analysis of foods commonly consumed by schoolchildren, 1995. Fats from Fatty Acid Supplement 12-912",NA,"1.00",NA,NA,"6.38","0.945","58.8","0.68","4.3","10.7","26.7","214","896","2.7",NA,"24.0","0.4","0.0","0.2","17.3","0.7","5.4","0.0","0","0",NA,"6.26","3.00","0.30","0.61","0.06","28.25","2.86",NA,"3.27","3.12","0.32",NA,"0.39","61.88","6.26","1.29","0.13","4.54","0.46","21.1","74","195","135","20","125","0.44","0.07","0.5",NA,"0.06","1","26","83","52","92","0","0.52",NA,"0.04","0.28","0.2","1.0","1.2","0.03","0.6","1","0.50","1.9","0","76","9",NA,NA,"0","52",NA,NA,NA,NA,NA,NA,"0.43","0","0.04","0.86",NA,NA,"1.70","1.12","0.72","1.61",NA,NA,"2.05",NA,NA,NA,"6.41",NA,"0.66",NA,"27.24",NA,"0.49",NA,"19.42",NA,NA,"0.46",NA,"0.00",NA,"0.00",NA,"0.17","0.11","0.07","0.16",NA,"0.21",NA,NA,NA,"0.65",NA,"0.07",NA,"2.75",NA,"0.05",NA,"1.96",NA,NA,"0.05",NA,"0.00",NA,"0.00",NA,NA,NA,"0.00",NA,"0.05",NA,"0.55",NA,"0.00",NA,"1.19",NA,"0.17",NA,"26.26","26.70","2.83",NA,"0.02",NA,"0.01","0.01","0.00",NA,"0.00","4.05",NA,"0.00",NA,"0.01",NA,"0.06",NA,"0.00",NA,"0.12",NA,"0.02",NA,"2.66","2.70","0.29",NA,"0.00",NA,"0.00","0.00","0.00",NA,"0.00","0.41",NA,NA,NA,NA,NA,NA,NA,"2.72",NA,"0.50","0.18",NA,"0.00",NA,NA,NA,NA,"0.04",NA,"0.05",NA,"0.04",NA,NA,NA,NA,NA,NA,NA,"0.01",NA,"0.05",NA,"0.00",NA,"0.49",NA,NA,NA,NA,NA,NA,NA,"0.23",NA,"0.05","0.02",NA,"0.00",NA,NA,NA,NA,"0.00",NA,"0.01",NA,"0.00",NA,NA,NA,NA,NA,NA,NA,"0.00",NA,"0.01",NA,"0.00",NA,"0.05",NA,NA,"8.3","4.8","0.1","1.1","0.2","0.0","0.1","2.0",NA,NA,25.4285714285714
"19-576","Devilled kidneys, homemade","UK21","Recipe","MR","19-392","Updated 2014",NA,"1.00",NA,NA,NA,NA,"74.3","2.24","13.7","7.7","1.4","129","542","0.1",NA,"1.5","0.3",NA,"0.4","0.2","0.0","0.4",NA,"0.3","0.3",NA,"3.09",NA,NA,NA,NA,NA,NA,NA,"2.66",NA,NA,NA,"1.13",NA,NA,NA,NA,NA,"0.13","245.2","189","338","31","21","239","4.50","0.53","2.1","324","0.18",NA,NA,"126","81","140",NA,"0.97",NA,"0.28","1.50","6.1","2.8","8.9","0.44","10.2","9","2.90","27.2","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333
"13-826","Dill seeds","UK21","Literature sources","H",NA,"Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2",NA,"1.00",NA,NA,NA,NA,"7.7","2.56","16.0","14.5",NA,NA,NA,NA,NA,NA,NA,"0.0",NA,NA,"0.0","0.0",NA,NA,NA,NA,"0.70",NA,NA,NA,NA,NA,NA,NA,"9.40",NA,NA,NA,"1.00",NA,NA,NA,NA,NA,NA,"0.0","20","1190","1520","260","280","16.30","0.78","4.5",NA,"1.80",NA,NA,"0","32","5","0.0",NA,NA,"0.42","0.28","2.8",NA,NA,NA,"0.0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13-825","Dill, dried","UK21","Literature sources","H",NA,"Vegetables, Herbs and Spices Supplement, 1991",NA,"1.00",NA,NA,NA,NA,"7.3","3.19","19.9","4.4","42.2","253","1057","4.6",NA,"37.6","14.1","0.0","9.4","14.1","0.0","0.0",NA,"13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","210","3310","1780","450","540","48.80","0.49","3.3",NA,"3.90",NA,NA,"0","33260","5545","0.0","9.27",NA,"0.42","0.28","2.8",NA,NA,"1.46","0.0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1904761904762
"13-824","Dill, fresh","UK21","6 samples and literature sources","H",NA,"Vegetables, Herbs and Spices Supplement, 1991",NA,"1.00",NA,NA,NA,NA,"83.9","0.59","3.7","0.8","0.9","25","107","0.1",NA,"0.8","0.3","0.0","0.2","0.3","0.0","0.0",NA,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","26","750","340","44","85","3.20",NA,"1.8",NA,NA,"2",NA,"0","6100","1015","0.0","1.70",NA,"0.18","0.58","2.1",NA,NA,NA,"0.0","36",NA,NA,"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857142857142857
"17-299","Dips, sour-cream based, assorted flavours","UK21","7 samples, 4 brands;","WCG",NA,"Reviewed 2013. RHM Technology, Nutrient analysis of selected foods, 1995",NA,"1.00",NA,NA,NA,NA,"54.1","0.46","2.9","37.0","4.0","360","1482","0",NA,"2.0","0.9","0.0","0.7","0.4","0","0","0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60.0","330","130","72","10","79","0.40","0.98","0.9",NA,"0.10","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80952380952381
"17-677","Dips, sour-cream based, reduced fat","UK21","Label data","WCG",NA,"Industry data, 2013",NA,"1.00",NA,NA,"6.25",NA,"74.0","0.61","3.9","15.2","7.3","180","746","4.0",NA,"3.4",NA,NA,NA,"0","0",NA,"0.0","0.1","0.1",NA,"4.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150","175","97","13","106","0.54","1.32","1.2","230","0.13","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95238095238095
"19-526","Doner kebab in pitta bread with salad","UK21","Calculated from 50% doner kebab (19-129), 22% pitta bread and 28% salad","MR","19-130","Updated 2013",NA,"1.00",NA,NA,NA,NA,"54.8","2.29","14.1","16.0","12.5","248","1033","11.5",NA,"1.1","0.3","0","0.3","0","0.4","0.0","0.0","0.9","0.9",NA,"7.54",NA,NA,NA,NA,NA,NA,NA,"5.90",NA,NA,NA,"1.08",NA,NA,NA,NA,NA,"1.32","47.0",NA,"276","49","20","133","1.50","0.09","2.2",NA,"0.17","3","2","0","17","3","0.3","0.46",NA,"0.17","0.16","3.5","3.0","6.5","0.11","1.0","25","0.60","1.2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9047619047619
"19-539","Doner kebabs, meat only","UK21","20 samples from assorted takeaways","MR","19-129","Reviewed 2013. LGC, Nutrient analysis of retail cuts of lamb, 1993-1994",NA,"1.00",NA,NA,NA,"0.920","42.0","3.76","23.5","31.4","0.0","377","1561","0.0",NA,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","52.12","14.98","3.14","0.90","1.56","0.45","33.04","9.49","40.93","11.76","3.29","0.95","6.58","1.89","49.87","14.33","2.26","0.66","9.19","2.63","94.0",NA,"350","23","25","210","2.10","0.11","4.0",NA,"0.06","6","4","0","0","0","0.6","0.56",NA,"0.11","0.25","5.8","4.9","10.7","0.20","2.0","7","1.10","2.0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00","0.00","0.00","0.22",NA,"0.40","0.44",NA,NA,"4.90","4.78","1.40","0.75","21.90","21.67","2.60","1.39","20.60","20.46",NA,"0.10","0.14","0.00","0.00","0.00","0.00",NA,"0.00","0.00","0.00","0.06",NA,"0.10","0.13",NA,NA,"1.40","1.37","0.40","0.22","6.40","6.23","0.80","0.40","6.00","5.88",NA,"0","0.04","0.00","0.00","0.00","0.00",NA,"0.00","0.00","0.00","0.00","0.20","0.15","0","0.04","2.30","1.83","0.70","0.65","37.30","30.15","29.18","6.75","0.30","0.22","0.00","0.00","0.00","0.00","0.00","0.00","7.78","0.00","0.00","0.00","0.00","0","0.04","0","0.01","0.70","0.53","0.20","0.19","10.90","8.66","8.38","1.94","0.10","0.06","0.00","0.00","0.00","0.00","0.00","0.00","2.24",NA,NA,NA,"0.00",NA,NA,"2.30","2.29","1.80","1.18","0.66","0.10","0.10",NA,"0.00",NA,"0.00","0.00","0.10","0.12","0.10","0.08",NA,"0.00",NA,"0.10",NA,NA,"0.00","0.00","0.20","0.20","0.00","0.00",NA,"0.66",NA,NA,NA,"0.00",NA,NA,"0.70","0.30","0.50","0.31","0.17","0","0.03",NA,"0.00",NA,"0.00","0.00","0","0.03","0","0.02",NA,"0.00",NA,"0",NA,NA,"0.00","0.00","0.10","0.06","0.00","0.00",NA,"0.19","1.2","0.0",NA,"0.6","0.0","0.6","0.0",NA,NA,"0.0",NA,NA,0
"15-513","Dosa, filling, vegetable, homemade","UK21","Recipe. Filling for Dosa pancakes.","DR","15-161","Recipe as Vegetable Dishes 15-161",NA,"1.00",NA,NA,NA,NA,"77.4","0.30","1.8","6.3","10.2","97","404","5.2","0.9","4.1","1.6","0.0","1.4","0.9","0.0","0.0",NA,"1.5",NA,NA,"0.74",NA,NA,NA,NA,NA,NA,NA,"3.28",NA,NA,NA,"1.92",NA,NA,NA,NA,NA,"0","0.0","446","309","24","16","47","1.03","0.06","0.3","730","0.17","1","4","0","321","54","0.0",NA,NA,"0.14","0.01","0.9","0.4","0.3","0.23","0.0","15","0.26","1.0","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.71428571428571
"11-850","Doughnuts, ring, iced","UK21","10 samples, branded and own brand","AP","11-244","DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",NA,"1.00",NA,NA,"5.70","0.956","21.3","1.03","5.8","25.7","42.3","413","1728","26.2",NA,"16.2","1.7","0","0.8","13.7","0","0","0.0","1.4","2.7","57.60","14.14","8.72","2.15","0.48","0.12","32.30","7.83","32.73","7.94","9.20","2.26","9.20","2.26","57.60","14.14",NA,NA,"0.50","0.11","8.9","326","202","55","22","154","1.00","0","0.6","260","0.38","6","0","0","0","0",NA,"2.43",NA,"0.08","0.06","0.9","1.1","2.0","0.03","0","17","0.35","4.3","0",NA,NA,NA,NA,NA,"0",NA,"44","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.36","0.05","0.50","0.47",NA,"6.40","6.40","0",NA,"3.19","3.19","0.06","0.06","36.87","36.87","0.10","0.10","4.99","4.99",NA,"0.34","0.34","0.08","0.08","0.07","0.07","0","1.07","0.01","0.12","0.12",NA,"1.57","1.57","0","0","0.78","0.78","0.01","0.01","9.06","9.06","0.02","0.02","1.23","1.23",NA,"0.08","0.08","0.02","0.02","0.02","0.02","0","0","0","0","0","0","0","0","0","0.19","0.19","0","0","32.29","31.85","31.45","0.78","0.21","0.21","0","0","0","0","0","0","0.43","0","0","0","0","0","0","0","0","0.05","0.05","0","0","7.93","7.83","7.73","0.19","0.05","0.05","0","0","0","0","0","0","0.11",NA,NA,NA,NA,NA,NA,"8.76","8.70","0.48","0.48","0","0","0",NA,"0","0","0","0","0.02","0.02","0","0",NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"2.15","2.14","0.12","0.12","0","0","0",NA,"0","0","0","0","0.01","0.01","0","0",NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2857142857143
