"fdc_id","food_group","food_desc","source_fct","nutrient_data_source","waste_per","Edible_factor_in_FCT","ENERCkJ","ENERCkcal","XN","NTg","PROCNTg","Protein labeling (g)","CHOCDFg","CHOAVLDFg","Carbohydrate, declaration (g)","Added sugar (g)","FIBTGg","FAT_g","Fatty acid conversion factor (FCF) (-)","ALC_g","ASHg","Dry matter (g)","WATERg","VITA_RAEmcg","RETOLmcg","CARTBmcg","VITDEQmcg","CHOCALmcg","ERGCALmcg","CHOCALOHmcg","ERGCALOHmcg","VITEmg","TOCPHAmg","TOCPHGmg","TOCPHDmg","TOCTRAmg","Vitamin K1 (µg)","THIAHCLmg","THIAmg","RIBFmg","NIAEQmg","NIAmg","VITB6Cmg","Pantothenic (mg)","Biotin (µg)","FOL_mcg","Folate, free (NA)","VITB12mcg","VITCmg","ASCLmg","ASCDLmg","Sulfur, S (mg)","Chloride, Cl (mg)","NAmg","Kmg","CAmg","MGmg","Pmg","FEmg","CUmg","ZNmg","IDmcg","MNmg","CRmcg","SEmcg","MOmcg","Cobalt, Co. (µg)","Nickel, Ni (µg)","Fluoron, F (µg)","Silicon, Si (mg)","Rubidium, Rb (µg)","Aluminum, Al (mg)","Boron, B (µg)","Bromine, Br (µg)","Mercury Hg (µg)","Arsenic, As (µg)","Arsen inorganic (µg)","Cadmium, Cd (µg)","Lead, Pb (µg)","Tin, Sn (µg)","L-lactic acid (g)","D-lactic acid (g)","Lactic acid, total (g)","Citric acid (g)","Oxalic acid (mg)","Malic acid (mg)","Benzoic acid (mg)","Organic acids, tot. (g)","Histamine (mg)","Tyramine (mg)","Phenylethylamine (mg)","Putrescin (mg)","Cadaverine (mg)","Spermine (mg)","Spermidine (mg)","Serotonin (mg)","Fructose (g)","Galactose (g)","Glucose (g)","Monosaccharides, total (g)","Lactose (g)","Maltose (g)","Sucrose (g)","Disaccharides total (g)","SUGARg","Other sugars (g)","Sugars, total (g)","Sorbitol (g)","Inositol (mg)","Maltitol (g)","Sugar alcohols, total (g)","Starch (g)","IDF (g)","SDFP (g)","SDFS (g)","Hexose (g)","Pentose (g)","Uronic Acid (g)","Cellulose (g)","Lignin (g)","Crude fibers (g)","Neutr.Det.Fibre (NDF) (g)","C4: 0 (g)","C6: 0 (g)","C8: 0 (g)","C10: 0 (g)","C12: 0 (g)","C13: 0 (g)","C14: 0 (g)","C15: 0 (g)","C16: 0 (g)","C17: 0 (g)","C18: 0 (g)","C20: 0 (g)","C21:0 (g)","C22: 0 (g)","C23:0 (g)","C24: 0 (g)","Saturated F.A., other (g)","C12:1,n-1 (g)","C14: 1 n-5 (g)","C15: 1 (g)","C16: 1 n-7 (g)","C17: 1 n-7 (g)","C18: 1 n-9 (g)","C18: 1 n-7 (g)","C20: 1 n-9 (g)","C20: 1 n-11 (g)","C22: 1 n-9 (g)","C22: 1 n-11 (g)","C24: 1 n-9 (g)","Other monounsaturated. (g)","C18: 2 n-6 (g)","C18: 2 conj-A, undifferentiated (g)","C18: 3 n-3 (g)","C18: 3 n-6 (g)","C18: 4, n-3 (g)","C20: 2 n-6 (g)","C22:2,n-6 (g)","C22:4,n-6 (g)","C22:5,n-6 (g)","C20: 3 n-3 (g)","C20: 4, n-3 (g)","C20: 3 n-6 (g)","C20: 4, n-6 (g)","F20D5N3g","C22: 5, n-3 (g)","F22D6N3g","Other polyunsaturated (g)","C14: 1 trans-9 (g)","C16: 1 trans (g)","C18: 1 trans-n-9 (g)","C20: 1 trans (g)","C22: 1 trans (g)","C18: 2, trans, undifferentiated (g)","Other fatty acids (g)","FASAT","FAMSg","FAPUg","FATRNg","Fatty acids, total (g)","Sum n-3 fatty acids (g)","Sum n-6 fatty acids (g)","CHOLEmg","Isoleucine (mg)","Leucine (mg)","Lysine (mg)","Methionine (mg)","Cystine (mg)","Phenylalanine (mg)","Tyrosine (mg)","Threonine (mg)","TRPmg","Valin (mg)","Arginine (mg)","Histidine (mg)","Alanine (mg)","Aspartic acid (mg)","Glutamic acid (mg)","Glycine (mg)","Proline (mg)","Hydroxyproline (g)","Serin (mg)","specific_gravity"
"748","Sugar confectionery","Marzipanproduct, chocolatecover, average values","DK19","None listed","0",1,"2019","483","6.25","0.78400000000000003","4.9000000000000004","4.9000000000000004","59","57","57",NA,"2","25.7","0.8","0","1.1000000000000001","90.7","9.3000000000000007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","19","218","101","91",NA,"3.7","0.54","1.69",NA,"0.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Cold cuts","Pork, saddle, smoked, raw","DK19","None listed","15",0.85,"195","47","6.25",NA,NA,NA,"0.8","0.8","0","1.1000000000000001","0","4.9000000000000004","0.89500000000000002","0",NA,NA,NA,"0","0","0","0.52200000000000002","8.2000000000000003E-2",NA,"8.7999999999999995E-2",NA,"0.1","0.1",NA,NA,NA,NA,"0.83199999999999996",NA,"0.14000000000000001","6.9","3.9","0.37","0.70799999999999996","2","3.92",NA,"0.65","0","0",NA,NA,NA,NA,"317","4.9000000000000004","26","241","0.55000000000000004","0.05","1.39","1.1000000000000001","0.01","5.3","10.8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,"0","0",NA,"6.4000000000000001E-2",NA,"1.1000000000000001",NA,"0.64","0",NA,"0",NA,"0",NA,NA,"0",NA,"0.112",NA,"1.9",NA,NA,"3.6999999999999998E-2",NA,NA,NA,NA,"0.46",NA,"0.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3000000000000002E-2",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","1.804","2.0489999999999999","0.53300000000000003","0","4.3860000000000001","0.04","0.49299999999999999","55","810","1240","1510","430","110","620","560","700","180","890","990","620","990","1510","2280","830","650",NA,"670",NA
"750","Cold cuts","Pork, saddle, smoked, boiled","DK19","None listed","12",0.88,"508","121","6.25","2.944","18.399999999999999","18.399999999999999","0.8","0.8","0",NA,"0","4.9000000000000004","0.89500000000000002","0","4.4000000000000004","28.5","71.5","0","0","0","0.44","0",NA,"8.7999999999999995E-2",NA,"0.14000000000000001","0.14000000000000001",NA,NA,NA,NA,"0.87",NA,"0.109","8.89","5.6","0.33","0.6","2.5","1.5",NA,"0.43","40","40",NA,NA,"1780","1540","317","5.13","21.5","301","0.52","0.05","1.39","1.4","1.0999999999999999E-2","30","10.4","0",NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,"0","0",NA,"6.4000000000000001E-2",NA,"1.1000000000000001",NA,"0.64","0",NA,"0",NA,"0",NA,NA,"0",NA,"0.112",NA,"1.9",NA,NA,"3.6999999999999998E-2",NA,NA,NA,NA,"0.46",NA,"0.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3000000000000002E-2",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","1.804","2.0489999999999999","0.53300000000000003","0","4.3860000000000001","0.04","0.49299999999999999","47","883","1350","1650","471","124","677","618","765","197","972","1090","677","1090","1650","2500","913","707",NA,"736",NA
"751","Fish products","Tuna, in tomato sauce, canned","DK19","None listed","0",1,"478","113","6.25","2.7519999999999998","17.2","17.2","4.5999999999999996","4.5999999999999996","4.5999999999999996","0","0","2.9","0.8","0","1.2","25.9","74.099999999999994","372","372","0","2.81","2.81",NA,NA,NA,"1.2","1.2",NA,NA,NA,"0","0",NA,"6.1499999999999999E-2","13.2","10.1","0.42499999999999999","0.32","3","15","7","2.2000000000000002","0","0",NA,NA,NA,"307","350","8.9","27","164","1.2","5.2999999999999999E-2","1.8","15.6","1.2E-2","9","68","0",NA,"2",NA,NA,NA,NA,NA,NA,"42","99",NA,"2","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.65600000000000003","0.72599999999999998","0.1","8.0500000000000007","0.1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"8.9999999999999993E-3",NA,"0.31","0","0.11600000000000001","1.0999999999999999E-2",NA,"0",NA,"4.0000000000000001E-3",NA,NA,"0",NA,"1.6E-2",NA,"0.52900000000000003","0",NA,"8.9999999999999993E-3","0","2.7E-2","0",NA,"1.004",NA,"0.125",NA,"0","0",NA,NA,NA,"0",NA,"0",NA,"1.7999999999999999E-2","8.9999999999999993E-3","0.129",NA,NA,NA,NA,NA,NA,NA,"0.01","0.45100000000000001","0.58099999999999996","1.284",NA,"2.3260000000000001","0.28000000000000003","1.004","47","936","1490","1540","550","83","716","633","853","187","1100","991","605","1070","1790","2370","716","660",NA,"716",NA
"752","Leaf and stem vegetables","Cabbage, savoy, raw","DK19","None listed","20",0.8,"113","27","6.25","0.32","2","2","6.1","3","3","0","3.1","0.1","0.68700000000000006","0","0.8","9","91","50","0","600","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.0000000000000007E-2",NA,"0.03","0.52","0.189","0.19","0.187",NA,"80",NA,"0","57.5","57.5",NA,NA,NA,"28","230","35","28","42","0.4","6.2E-2","0.27",NA,"0.18",NA,NA,NA,NA,"2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8",NA,NA,NA,"0","0","0",NA,"0",NA,"1.2E-2",NA,"1E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"7.0000000000000001E-3",NA,NA,NA,NA,NA,NA,NA,"2.1000000000000001E-2",NA,"2.7E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2999999999999999E-2","7.0000000000000001E-3","4.9000000000000002E-2",NA,"6.9000000000000006E-2","2.7E-2","2.1000000000000001E-2","0","102","102","93","20","17","64","35","70","20","86","115","42","70","198","445","45","394",NA,"115",NA
"753","Leaf and stem vegetables","Asparagus, all types, raw","DK19","None listed","47",0.53,"95","23","6.25","0.308","1.9","1.9","4","2.2000000000000002","1.2","0","1.8","0.3","0.8","0","0.5","6.7","93.3","2.67","0","32","0","0",NA,NA,NA,"0.3","0.3",NA,NA,NA,"39","0.11",NA,"0.09","1.26","1","0.06","7.0000000000000007E-2","0.2","150","58","0","12","12",NA,NA,NA,"6.4","202","20","8.9","52","0.5","5.5E-2","0.44","0.15",NA,NA,"1",NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.01",NA,NA,NA,NA,NA,NA,"3.0000000000000001E-3","0.67",NA,"0.32","0.99","0","0","0.18","0.18",NA,NA,"1.17",NA,NA,NA,NA,"0",NA,NA,NA,"0.19","0.23","0.21","0.75","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.06",NA,"2E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E-3",NA,"4.0000000000000001E-3",NA,NA,NA,NA,NA,NA,NA,"0.13400000000000001",NA,"1.2E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.2E-2","6.0000000000000001E-3","0.14499999999999999",NA,"0.21299999999999999","1.2E-2","0.13400000000000001","0","56","89","80","22","7","52","43","49","15","89","74","34","136","179","410","65","123",NA,"93",NA
"754","Chicken","Chicken, breast, boiled, sliced","DK19","None listed","0",1,"475","113","6.25","3.2959999999999998","20.6","20.6","0.4","0.4","0.4",NA,"0","3.2","0.85699999999999998","0","3.4","27.6","72.400000000000006","0","0",NA,"0","0",NA,NA,NA,"0.31","0.31",NA,NA,NA,NA,"0.33",NA,"8.4000000000000005E-2","12.7","9.1","0.5","2.2000000000000002","2.7","17",NA,"0.36","51","51",NA,NA,"1370","1120","378","12.8","27.5","225","0.42","0.03","0.59",NA,"2.7E-2","2.9","11",NA,NA,"1.1000000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"2.9000000000000001E-2",NA,"0.56000000000000005",NA,"0.26","0",NA,"0",NA,"0",NA,NA,"0",NA,"7.5999999999999998E-2",NA,"1.05",NA,NA,"1.7000000000000001E-2",NA,NA,NA,NA,"0.65",NA,"6.4000000000000001E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5999999999999997E-2",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0.84899999999999998","1.143","0.75","0","2.742","6.4000000000000001E-2","0.68600000000000005","53","956","1450","1850","527","132","758","626","824","214","1090","1320","527","1220","1810","2740","1150","923",NA,"824",NA
"755","Legumes","Lentils, red, dried, raw","DK19","None listed","0",1,"1512","357","6.25","4.3680000000000003","27.3","27.3","58.6","52.4","52.4",NA,"6.2","2.9","0.8","0","2.1","90.9","9.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.3",NA,"368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3199999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Tropical or subtropical fruit","Lemon peel, raw","DK19","None listed","0",1,"213","52","6.25","0.24","1.5","1.5","16","5.4","5.4","0","10.6","0.3","0.53","0","0.6","18.399999999999999","81.599999999999994","2.5","0","30","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.06",NA,"0.08","0.4","0.4","0.17199999999999999","0.31900000000000001",NA,NA,NA,"0","129","129",NA,NA,NA,"6","160","250","15","12","1",NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"1E-3",NA,"0.04",NA,"2E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E-3",NA,"1.2E-2",NA,NA,"0","0",NA,NA,NA,"7.2999999999999995E-2",NA,"0.03",NA,"0",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"4.3999999999999997E-2","1.2999999999999999E-2","0.10299999999999999",NA,"0.159","0.03","7.2999999999999995E-2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","High-fat fruit and seeds","Pistachio nuts, dry roasted with salt","DK19","None listed","48",0.52,"2441","589","5.3","4.0279999999999996","21.3","25.2","27.6","17.3","13.5","0","10.3","46","0.95299999999999996","0","3","98","2","11.7","0","140","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.84",NA,"0.158","6.33","1.43","1.27","0.51300000000000001",NA,"50",NA,"0","2.2999999999999998","2.2999999999999998",NA,NA,NA,"10","1040","110","120","485","4.2","1.33","2.2999999999999998",NA,"1.27",NA,"6.75",NA,NA,"65.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.8",NA,"0","0","0","0","0",NA,"4.3999999999999997E-2","0","5.1120000000000001","0","0.59499999999999997","4.8000000000000001E-2",NA,"3.5999999999999997E-2",NA,"0",NA,NA,"0",NA,"0.27100000000000002",NA,"30.550999999999998",NA,NA,"0.21","0",NA,"0",NA,"6.6970000000000001",NA,"0.245",NA,"0","0",NA,NA,NA,"0",NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"5.835","31.032","6.9420000000000002",NA,"43.808999999999997","0.245","6.6970000000000001","0","1010","1730","1330","395","524","1210","725","765","294","1450","2260","564","1050","2180","5120","1130","967",NA,"1410",NA
"760","Fruit products","Cherry juice, concentrated, sugar added","DK19","None listed","0",1,"724","171","6.25","0.08","0.5","0.5","41","41","41","40","0","0.5","0.7","0","0.2","42.2","57.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.245","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.0000000000000001E-3",NA,"7.0999999999999994E-2",NA,"2.4E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E-3",NA,"0.11899999999999999",NA,NA,NA,NA,NA,NA,NA,"6.8000000000000005E-2",NA,"6.5000000000000002E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.8000000000000004E-2","0.12","0.13300000000000001",NA,"0.35","6.5000000000000002E-2","6.8000000000000005E-2","0","9","13","17","2","2","9","5","10","3","12","7","6","14","267","17","10","14",NA,"14",NA
"761","Fruit products","Currant, red, juice, concentrated, sugar added","DK19","None listed","0",1,"724","171","6.25","0.08","0.5","0.5","41","41","41","40","0","0.5","0.8","0","0.2","42.2","57.8",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,"0.46700000000000003","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.9",NA,"15.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.0999999999999998E-2",NA,"2.1000000000000001E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.0000000000000002E-3",NA,"7.2999999999999995E-2",NA,NA,NA,NA,NA,NA,NA,"0.11700000000000001",NA,"9.0999999999999998E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.112","8.1000000000000003E-2","0.20799999999999999",NA,"0.4","9.0999999999999998E-2","0.11700000000000001",NA,"18","30","26","8","3","17","8","17","16","22","30","9","23","73","68","19","18",NA,"22",NA
"762","Fruit products","Raspberry juice, concentrated, sugar added","DK19","None listed","0",1,"724","171","6.25","0.08","0.5","0.5","41","41","41","40","0","0.5","0.8","0","0.2","42.2","57.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39200000000000002","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3000000000000002E-2",NA,"6.0000000000000001E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.7999999999999999E-2",NA,NA,NA,NA,NA,NA,NA,"0.17499999999999999",NA,"0.14799999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.7999999999999999E-2","3.7999999999999999E-2","0.32300000000000001",NA,"0.4","0.14799999999999999","0.17499999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Fruit products","Strawberry juice, concentrated, sugar added","DK19","None listed","0",1,"724","171","6.25","0.08","0.5","0.5","41","41","41","40","0","0.5","0.8","0","0.2","42.2","57.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.30399999999999999","0.2",NA,NA,NA,NA,NA,NA,"9","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.1000000000000002E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.9000000000000006E-2",NA,NA,NA,NA,NA,NA,NA,"0.152",NA,"0.13800000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.1000000000000002E-2","6.9000000000000006E-2","0.28999999999999998",NA,"0.4","0.13800000000000001","0.152",NA,"18","30","26","8","3","17","8","17","6","22","30","9","23","73","68","19","18",NA,"22",NA
"764","Legumes","Beans, green, raw","DK19","None listed","22",0.78,"126","30","6.25","0.30399999999999999","1.9","1.9","6.6","3.6","5.9","0","3","0.2","0.8","0","0.7","9.5","90.5","8.67","0","104","0","0",NA,NA,NA,"0.3","0.3",NA,NA,NA,"14.4","0.09",NA,"0.11","1.05","0.7","0.1","0.05","0.7","64","39","0","15","15",NA,NA,NA,"1.7","237","60","17","39","1","5.7000000000000002E-2","0.39","0.8","0.25","1.2","0.3","20",NA,"13.5",NA,NA,NA,NA,NA,NA,"0.02","0.09",NA,"0.17","1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.01",NA,NA,NA,NA,NA,NA,"3.0000000000000001E-3","1.4",NA,"0.88","2.2799999999999998",NA,"0","0.48","0.48","0","0","2.76",NA,NA,NA,NA,"3.1",NA,NA,NA,"1.39","0.5","0.52","1.45","0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.06",NA,"8.0000000000000002E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.0000000000000001E-3",NA,NA,NA,NA,NA,NA,NA,"5.1999999999999998E-2",NA,"0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.8000000000000005E-2","7.0000000000000001E-3","0.112",NA,"0.187","0.06","5.1999999999999998E-2","0","73","106","116","28","8","52","40","79","21","94","70","36","94","258","198","64","58",NA,"134",NA
"765","Herbs","Dill weed, dried","DK19","None listed","10",0.9,"1342","319","6.25","3.194","20","20","55.8","43.9","43.9","0","11.9","4.4000000000000004","0.7","0","12.6","92.7","7.3","0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.41799999999999998",NA,"0.28399999999999997","2.81","2.81","1.71",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"208","3310","1780","451","543","48.8",NA,"3.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.052",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
