"fdc_id","food_group","food_desc","source_fct","nutrient_data_source","waste_per","Edible_factor_in_FCT","ENERCkJ","ENERCkcal","XN","NTg","PROCNTg","Protein labeling (g)","CHOCDFg","CHOAVLDFg","Carbohydrate, declaration (g)","Added sugar (g)","FIBTGg","FAT_g","Fatty acid conversion factor (FCF) (-)","ALC_g","ASHg","Dry matter (g)","WATERg","VITA_RAEmcg","RETOLmcg","CARTBmcg","VITDEQmcg","CHOCALmcg","ERGCALmcg","CHOCALOHmcg","ERGCALOHmcg","VITEmg","TOCPHAmg","TOCPHGmg","TOCPHDmg","TOCTRAmg","Vitamin K1 (µg)","THIAHCLmg","THIAmg","RIBFmg","NIAEQmg","NIAmg","VITB6Cmg","Pantothenic (mg)","Biotin (µg)","FOL_mcg","Folate, free (NA)","VITB12mcg","VITCmg","ASCLmg","ASCDLmg","Sulfur, S (mg)","Chloride, Cl (mg)","NAmg","Kmg","CAmg","MGmg","Pmg","FEmg","CUmg","ZNmg","IDmcg","MNmg","CRmcg","SEmcg","MOmcg","Cobalt, Co. (µg)","Nickel, Ni (µg)","Fluoron, F (µg)","Silicon, Si (mg)","Rubidium, Rb (µg)","Aluminum, Al (mg)","Boron, B (µg)","Bromine, Br (µg)","Mercury Hg (µg)","Arsenic, As (µg)","Arsen inorganic (µg)","Cadmium, Cd (µg)","Lead, Pb (µg)","Tin, Sn (µg)","L-lactic acid (g)","D-lactic acid (g)","Lactic acid, total (g)","Citric acid (g)","Oxalic acid (mg)","Malic acid (mg)","Benzoic acid (mg)","Organic acids, tot. (g)","Histamine (mg)","Tyramine (mg)","Phenylethylamine (mg)","Putrescin (mg)","Cadaverine (mg)","Spermine (mg)","Spermidine (mg)","Serotonin (mg)","Fructose (g)","Galactose (g)","Glucose (g)","Monosaccharides, total (g)","Lactose (g)","Maltose (g)","Sucrose (g)","Disaccharides total (g)","SUGARg","Other sugars (g)","Sugars, total (g)","Sorbitol (g)","Inositol (mg)","Maltitol (g)","Sugar alcohols, total (g)","Starch (g)","IDF (g)","SDFP (g)","SDFS (g)","Hexose (g)","Pentose (g)","Uronic Acid (g)","Cellulose (g)","Lignin (g)","Crude fibers (g)","Neutr.Det.Fibre (NDF) (g)","C4: 0 (g)","C6: 0 (g)","C8: 0 (g)","C10: 0 (g)","C12: 0 (g)","C13: 0 (g)","C14: 0 (g)","C15: 0 (g)","C16: 0 (g)","C17: 0 (g)","C18: 0 (g)","C20: 0 (g)","C21:0 (g)","C22: 0 (g)","C23:0 (g)","C24: 0 (g)","Saturated F.A., other (g)","C12:1,n-1 (g)","C14: 1 n-5 (g)","C15: 1 (g)","C16: 1 n-7 (g)","C17: 1 n-7 (g)","C18: 1 n-9 (g)","C18: 1 n-7 (g)","C20: 1 n-9 (g)","C20: 1 n-11 (g)","C22: 1 n-9 (g)","C22: 1 n-11 (g)","C24: 1 n-9 (g)","Other monounsaturated. (g)","C18: 2 n-6 (g)","C18: 2 conj-A, undifferentiated (g)","C18: 3 n-3 (g)","C18: 3 n-6 (g)","C18: 4, n-3 (g)","C20: 2 n-6 (g)","C22:2,n-6 (g)","C22:4,n-6 (g)","C22:5,n-6 (g)","C20: 3 n-3 (g)","C20: 4, n-3 (g)","C20: 3 n-6 (g)","C20: 4, n-6 (g)","F20D5N3g","C22: 5, n-3 (g)","F22D6N3g","Other polyunsaturated (g)","C14: 1 trans-9 (g)","C16: 1 trans (g)","C18: 1 trans-n-9 (g)","C20: 1 trans (g)","C22: 1 trans (g)","C18: 2, trans, undifferentiated (g)","Other fatty acids (g)","FASAT","FAMSg","FAPUg","FATRNg","Fatty acids, total (g)","Sum n-3 fatty acids (g)","Sum n-6 fatty acids (g)","CHOLEmg","Isoleucine (mg)","Leucine (mg)","Lysine (mg)","Methionine (mg)","Cystine (mg)","Phenylalanine (mg)","Tyrosine (mg)","Threonine (mg)","TRPmg","Valin (mg)","Arginine (mg)","Histidine (mg)","Alanine (mg)","Aspartic acid (mg)","Glutamic acid (mg)","Glycine (mg)","Proline (mg)","Hydroxyproline (g)","Serin (mg)","specific_gravity"
"731","Cakes","Cream pastry, kartoffelkage","DK19","None listed","0",1,"1569","374","6.25","0.83099999999999996","5.2","5.2","55.5","55","55",NA,"0.5","14.6","0.94499999999999995","0","0.7","76","24","45.7","45.7",NA,NA,NA,NA,NA,NA,"0.69699999999999995","0.69699999999999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87.8","94","58.7","23.6",NA,"0.877",NA,"0.622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"1.77",NA,"1.38","3.15","0","1.63","38.9","40.5",NA,NA,"43.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.0000000000000007E-2","0.13500000000000001","0.14399999999999999","0.72499999999999998",NA,"0.71799999999999997",NA,"2.5579999999999998",NA,"1.1319999999999999","5.2999999999999999E-2",NA,"3.6999999999999998E-2",NA,NA,NA,NA,"0",NA,"0.17399999999999999",NA,"5.9870000000000001",NA,NA,"0.123","0.10100000000000001",NA,NA,NA,"1.764",NA,"0.123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.5720000000000001","6.3849999999999998","1.887",NA,"13.843999999999999","0.123","1.764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Turkey","Turkey, flesh only, raw","DK19","None listed","43",0.57,"444","105","6.25","3.504","21.3","21.3","0","0","0","0","0","2.2000000000000002","0.92","0","1","24.5","75.5","0","0","0","0","0",NA,NA,NA,"0.2","0.2",NA,NA,NA,"0","0.09",NA,"0.16","11.6","7.9","0.46","0.8","2","15","11","2","0","0",NA,NA,NA,"93","230","10","21","150","0.77","5.5E-2","2.6","1.5","1.0999999999999999E-2","2.5","9.9","0",NA,"3.1",NA,NA,NA,NA,NA,NA,"0.1",NA,NA,"0","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0","0","0","0",NA,NA,"0","0","0","0","0",NA,"2.1000000000000001E-2",NA,"0.39100000000000001","1.0999999999999999E-2","0.19600000000000001","4.0000000000000001E-3",NA,"0",NA,"0",NA,NA,"0",NA,"2.9000000000000001E-2",NA,"0.66800000000000004","0",NA,"1.4E-2","0","0","0",NA,"0.55500000000000005",NA,"8.1000000000000003E-2",NA,"0","5.0000000000000001E-3",NA,NA,NA,"0.05",NA,"6.0000000000000001E-3",NA,"4.0000000000000001E-3","8.0000000000000002E-3","1.2E-2",NA,NA,NA,NA,NA,NA,NA,"0","0.623","0.71099999999999997","0.71899999999999997",NA,"2.0539999999999998","0.154","0.56499999999999995","64","981","1510","1860","561","140","806","631","876","224","1190","1330","666","1230","1860","2800","1190","946",NA,"841",NA
"734","Pork","Pork, ham, silverside (M. Semitendinosus), lean, raw","DK19","None listed","0",1,"493","117","6.25","3.1909999999999998","19.3","19.3","0","0","0","0","0","4.4000000000000004","0.92","0","1.1000000000000001","24.9","75.099999999999994","0","0",NA,"0.51300000000000001","7.8E-2",NA,"8.6999999999999994E-2",NA,"0.1","0.1",NA,NA,NA,"0","0.81",NA,"0.21","6.92","3.3","0.31","0.6","2.6","1.5",NA,"0.65","0","0",NA,NA,NA,"66","280","6","18","175","0.66","0.1","3.6","1","1.4E-2","5.3","6.9","0",NA,"2.5",NA,NA,NA,NA,NA,NA,"0.13","2",NA,"1.9","5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.4999999999999997E-2","7.4999999999999997E-2",NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"6.7000000000000004E-2","0","1.1299999999999999","0","0.57299999999999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.14099999999999999","0","1.8180000000000001",NA,NA,"2.9000000000000001E-2",NA,NA,NA,NA,"0.30199999999999999",NA,"2.5000000000000001E-2",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.77","1.988","0.32700000000000001",NA,"4.085","2.5000000000000001E-2","0.30199999999999999","55","989","1500","1790","511","134","734","670","862","217","1090","1180","766","1150","1790","2650","925","734",NA,"798",NA
"735","Soft fruit","Loganberries, frozen","DK19","None listed","0",1,"211","50","6.25","0.24299999999999999","1.5","1.5","13","7.7","7.7","0","5.3","0.3","0.7","0","0.5","15.4","84.6","2","0","24","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.05",NA,"3.4000000000000002E-2","0.84","0.84","6.5000000000000002E-2","0.24399999999999999",NA,"26",NA,"0","15.3","15.3",NA,NA,NA,"1","145","26","21","26","0.64","0.11700000000000001","0.34",NA,"1.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.217",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Bread","Rye bread, with siftings (soft) and high fat seeds, industrially produced","DK19","None listed","0",1,"959","228","5.83","1.1060000000000001","6.4","6.9","42.8","35.1","34.6","0","7.7","5.2","0.8","0","2.1","56.5","43.5","0","0","0","0","0",NA,NA,NA,"0.2","0.2",NA,NA,NA,NA,"0.24199999999999999",NA,"7.46E-2","1.35","1.1399999999999999","0.157","0.245","7.25","30.9",NA,"0","0","0",NA,NA,"806","473","247","40.299999999999997","62.9","168","1.67","0.26800000000000002","1.47","20.9","1.1000000000000001","6.92","4.62",NA,NA,"16.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.38","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,"3.0000000000000001E-3",NA,"0.34499999999999997",NA,"0.14199999999999999","0",NA,"1.2E-2",NA,NA,NA,NA,NA,NA,"0",NA,"0.83799999999999997","3.4000000000000002E-2",NA,"1E-3",NA,NA,NA,NA,"1.9359999999999999",NA,"0.82199999999999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0.503","0.873","2.758","0","4.1349999999999998","0.82199999999999995","1.9359999999999999","0","254","442","276","108","101","310","166","243","81","376","365","166","310","476","1450","310","575",NA,"310",NA
"737","Marine fish","Lump, lumpsucker, raw","DK19","None listed","50",0.5,"697","168","6.25","1.5680000000000001","9.8000000000000007","9.8000000000000007","0.3","0.3","0","0","0","14.2","0.92300000000000004","0","1.1000000000000001","25.4","74.599999999999994","11","11","0","3.9","3.9",NA,NA,NA,NA,NA,NA,NA,NA,"0","7.0000000000000007E-2",NA,"0.08","2","2",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,"69","485","20",NA,"203","0.5",NA,NA,"50",NA,"1.2","16.5",NA,NA,"0",NA,NA,NA,NA,NA,NA,"2.1","134",NA,"0.44","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.141",NA,"1.5720000000000001",NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3819999999999999",NA,"2.7429999999999999",NA,NA,"1.9119999999999999","1.702",NA,NA,NA,"0.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.101","0.09","0.94099999999999995",NA,NA,NA,NA,NA,NA,NA,NA,"3.0139999999999998","7.74","2.3530000000000002",NA,"13.106999999999999","2.133","0.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Duck and goose","Duck, breast, flesh only, raw","DK19","None listed","66",0.34,"489","116","6.25","3.1840000000000002","19.399999999999999","19.399999999999999","0","0","0","0","0","4.3","0.77500000000000002","0","1.3","25","75","16","16","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.42",NA,"0.31","8.02","3.4","0.63",NA,NA,"48",NA,"0.76","6","6",NA,NA,NA,"57","270","3","22","186","4.5",NA,"0.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2.3E-2",NA,"1.4999999999999999E-2",NA,"0.94",NA,"0.59299999999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.16900000000000001",NA,"1.0149999999999999",NA,NA,"0","0",NA,NA,NA,"0.51400000000000001",NA,"6.2E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1.5720000000000001","1.1839999999999999","0.57599999999999996",NA,"3.3330000000000002","6.2E-2","0.51400000000000001","77","1020","1690","1690","541","306","828","764","860","277","1050","1270","541","1270","1940","3120","1110","987",NA,"860",NA
"739","Pork","Pork, loin, lean, raw","DK19","None listed","0",1,"450","106","6.25","3.5979999999999999","22.3","22.3","0","0","0","0","0","1.9","0.92","0","1.1000000000000001","25.3","74.7","0","0","0","0.48499999999999999","6.5000000000000002E-2",NA,"8.4000000000000005E-2",NA,"0.1","0.1",NA,NA,NA,"0","0.81",NA,"0.19500000000000001","7.98","3.9","0.37","0.6","2.6","2.1",NA,"0.65","0","0",NA,NA,NA,"83","400","7","26","195","0.71","0.1","3.6","1.1000000000000001","1.2999999999999999E-2","5.3","6.9","0",NA,"2.5",NA,NA,NA,NA,NA,NA,"0.13","2",NA,"1.9","5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"2.9000000000000001E-2","0","0.48299999999999998","0","0.245",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.06","0","0.78",NA,NA,"1.2E-2",NA,NA,NA,NA,"0.129",NA,"0.01",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.75600000000000001","0.85199999999999998","0.13900000000000001",NA,"1.748","0.01","0.129","60","1120","1690","2020","576","151","827","756","971","245","1220","1330","863","1300","2020","2990","1040","827",NA,"899",NA
"740","Root and tuber vegetables","Onions, spring, raw","DK19","None listed","4",0.96,"139","33","6.25","0.29299999999999998","1.8","1.8","7.3","4.7","4.7","0","2.6","0.2","0.7","0","0.8","10.199999999999999","89.8","250","0","3000","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.5E-2",NA,"0.08","0.86699999999999999","0.52500000000000002","6.0999999999999999E-2","7.4999999999999997E-2",NA,"64",NA,"0","22.1","22.1",NA,NA,NA,"16","276","72","20","37","1.48","8.3000000000000004E-2","0.39",NA,"0.16",NA,"0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.05",NA,NA,"0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.84",NA,"0","0","0","0","0",NA,"1E-3",NA,"2.8000000000000001E-2",NA,"3.0000000000000001E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"2.7E-2",NA,NA,"0","0",NA,NA,NA,"7.0000000000000007E-2",NA,"4.0000000000000001E-3",NA,"0",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"3.2000000000000001E-2","2.7E-2","7.3999999999999996E-2",NA,"0.13300000000000001","4.0000000000000001E-3","7.0000000000000007E-2","0","79","111","94","21",NA,"62","53","73","21","82","135","32","85","173","387","94","123",NA,"85",NA
"741","Legumes","Peas, chick/garbanzo, dry, raw","DK19","None listed","0",1,"1541","366","6.25","3.2639999999999998","20.399999999999999","20.399999999999999","61.7","49.5","45.9","0","12.2","6.9","0.8","0","2.6","91.6","8.4","15.8","0","190","0","0",NA,NA,NA,"3.1","3.1",NA,NA,NA,"264","0.5",NA,"0.15","4.22","1.5","0.41699999999999998",NA,NA,"180","30","0","3","3",NA,NA,NA,"40","800","124","160","300","6.4","0.76","1","0.6",NA,"7.6","2",NA,NA,"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7","3.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.5",NA,NA,NA,NA,"36.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.52",NA,NA,"0","914","1530","1400","261","294","1180","588","783","163","914","1930","555","881","2380","3230","816","849",NA,"1040",NA
"742","Offal","Liver, ox, raw","DK19","None listed","8",0.92,"515","122","6.25","3.2480000000000002","20.3","20.3","3.4","3.4","5","0","0","3","0.73","0","1.4","28.1","72","15600","15500","951","0.13","0.13",NA,NA,NA,"0.42","0.42",NA,NA,NA,"104","0.17",NA,"3","21.9","17","1","7.7","33","2300","220","110","23","23",NA,NA,NA,"65","300","4.1500000000000004","21","348","6.05","6.4","3.7","4.3","0.38","5.0999999999999996","37.4","170",NA,"3.48",NA,NA,NA,NA,NA,NA,"0.14000000000000001","1.5",NA,"7.24","2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"1.2999999999999999E-2",NA,"0.187","2.9000000000000001E-2","0.72699999999999998","8.0000000000000002E-3",NA,"1.4999999999999999E-2",NA,"0",NA,NA,"0",NA,"1.4999999999999999E-2",NA,"0.26600000000000001","0",NA,"0","0","0","0",NA,"0.27600000000000002",NA,"1.9E-2",NA,"0","0.01",NA,NA,NA,"0.34899999999999998",NA,"8.1000000000000003E-2",NA,"2.5999999999999999E-2","0.10299999999999999","9.5000000000000001E-2",NA,NA,NA,NA,NA,NA,NA,"0","0.97899999999999998","0.28100000000000003","0.95799999999999996",NA,"2.218","0.59099999999999997","0.36699999999999999","300","877","1690","1490","357","156","974","682","877","296","1300","1170","552","1100","1750","2340","1100","1010",NA,"1040",NA
"743","Charcuterie","Pork, loin fillet, smoked","DK19","None listed","0",1,"473","112","6.25","3.1040000000000001","19.399999999999999","19.399999999999999","0.2","0.2","0.2","0","0","3.8","0.88500000000000001","0","5.4","28.8","71.2","0","0","0","0.43","0",NA,"8.5999999999999993E-2",NA,"0.33","0.33",NA,NA,NA,"0","1.04",NA,"0.105","11.2","7.7","0.3","0.84","2.2999999999999998","0.66",NA,"0.4","27","27",NA,NA,"2290","1730","357","5.03","23.5","326","0.4","0.04","1.28","0.7","0.01","40","8.8000000000000007","0",NA,"3",NA,NA,NA,NA,NA,NA,"0.13","2",NA,"1.9","6.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"4.7E-2",NA,"0.83899999999999997",NA,"0.46100000000000002","0",NA,"0",NA,"0",NA,NA,"0",NA,"0.10299999999999999",NA,"1.5349999999999999",NA,NA,"2.5999999999999999E-2",NA,NA,NA,NA,"0.246",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.1E-2",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"4.2000000000000003E-2","1.347","1.6639999999999999","0.27600000000000002","0","3.33","0","0.27600000000000002","47","962","1520","1740","528","137","714","621","838","211","1090","1150","714","1150","1740","2790","869","838",NA,"776",NA
"744","Cakes","Pastry, napoleon hat","DK19","None listed","0",1,"1983","474","5.7","1.123","6.4","7","59.4","56.4","55.8",NA,"3","24.1","0.93","0","0.8","90.7","9.3000000000000007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","103",NA,NA,NA,"1.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.413",NA,NA,NA,"337","528","303","146","124","359","168","236","77","382","314","157","281","460","1650","236","539",NA,"404",NA
"745","Bread","Wheat bread, with coarse meal, for toasting, industrially produced","DK19","None listed","0",1,"1080","256","5.7","1.4710000000000001","8.4","9.1999999999999993","50.4","46.3","45.5","0","4.0999999999999996","3.2","0.90200000000000002","0","1.6","63.5","36.5","0","0","0","0","0",NA,NA,NA,"0.5","0.5",NA,NA,NA,NA,"0.17699999999999999",NA,"6.3E-2","1.47","1.72","9.9199999999999997E-2","0.28999999999999998","2.88","30.5",NA,"0","0","0",NA,NA,"743","430","140","48.3","27.4","110","1.17","0.124","0.85399999999999998","16.7","0.65500000000000003","7.03","2.38",NA,NA,"3.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,"0.01",NA,"0.72799999999999998",NA,"0.14099999999999999","0",NA,"1E-3",NA,NA,NA,NA,NA,NA,"0.01",NA,"0.96199999999999997","4.7E-2",NA,"1.2999999999999999E-2",NA,NA,NA,NA,"0.85799999999999998",NA,"0.10199999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0.88","1.032","0.96","0","2.871","0.10199999999999999","0.85799999999999998","0","368","632","206","137","162","441","206","250","88","427","338","191","279","412","2710","353","971",NA,"441",NA
"746","Pork","Pork, ham, silverside (M. Biceps Femoris), lean, raw","DK19","None listed","0",1,"486","115","6.25","3.28","20.2","20.2","0","0","0","0","0","3.9","0.92","0","1.1000000000000001","25.2","74.8","0","0","0","0.50600000000000001","7.5999999999999998E-2",NA,"8.5999999999999993E-2",NA,"0.1","0.1",NA,NA,NA,"0","0.81",NA,"0.21","7.02","3.3","0.31","0.6","2.6","1.5",NA,"0.65","0","0",NA,NA,NA,"66","280","6","18","175","0.66","0.1","3.6","1","1.4E-2","5.3","6.9","0",NA,"2.5",NA,NA,NA,NA,NA,NA,"0.13","2",NA,"1.9","5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.4999999999999997E-2","7.4999999999999997E-2",NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"5.7000000000000002E-2","0","0.97799999999999998","0","0.498",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.123","0","1.579",NA,NA,"2.5000000000000001E-2",NA,NA,NA,NA,"0.26200000000000001",NA,"2.1999999999999999E-2",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5329999999999999","1.7270000000000001","0.28499999999999998",NA,"3.544","2.1999999999999999E-2","0.26200000000000001","56","1020","1540","1840","525","138","754","689","886","223","1120","1210","787","1180","1840","2720","951","754",NA,"820",NA
"747","Offal","Liver, duck, raw","DK19","None listed","0",1,"550","131","6.25","2.9980000000000002","18.7","18.7","3.5","3.5","3.5","0","0","4.5999999999999996","0.59899999999999998","0","1.3","28.2","71.8","12000","12000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.56200000000000006",NA,"0.89200000000000002","10.9","6.5","0.76","6.18",NA,"738",NA,"54","4.5","4.5",NA,NA,NA,"77","240","11","20","269","30.5","5.96","3.07",NA,"0.25800000000000001","0.84499999999999997","124",NA,NA,"1.4",NA,NA,NA,NA,NA,NA,"0.2",NA,NA,"13.7","0.81799999999999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0","0",NA,"0.01",NA,"0.80200000000000005",NA,"0.63300000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.05",NA,"0.65200000000000002",NA,NA,"0","0",NA,NA,NA,"0.371",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.26100000000000001","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"1.4450000000000001","0.70199999999999996","0.63200000000000001",NA,"2.7789999999999999","0","0.63200000000000001","515","989","1680","1410","450","252","929","660","839","264","1170","1140","510","1080","1770","2430","1080","929",NA,"809",NA
