"source_fct","fdc_id","food_desc","scientific_name","food_group","nutrient_data_source","Edible_factor_in_FCT","ENERCkJ","ENERCkcal","WATERg","PROCNTg","FATg","CHOAVLDFg","FIBTGg","ASHg","CAmg","FEmg","MGmg","Pmg","Kmg","NAmg","ZNmg","SEmcg","VITA_RAEmcg","VITAmcg","RETOLmcg","CARTBEQmcg","THIAmg","RIBFmg","NIAmg","FOLDFEmcg","FOLFDmcg","VITB12mcg","VITCmg","CHOLEmg","OXALACmg","PHYTCPPDmg","TRPmg","FASATgstandardized","FAMSgstandardized","FAPUgstandardized","FATRNgstandardized","F20D5gstandardized","F22D6gstandardized","ALCg"
"KE18","7044","Goat, lean, grilled (without salt and fat)",NA,"MEAT, POULTRY AND EGGS",NA,0.63,710,169,63.1,28.3,6.2,0,0,1.5,14,9.6,35,332,281,189,5.03,32,9,9,9,0,0.17,0.3,5.2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7015","Goat liver, raw","Capra aegagrus hircus","MEAT, POULTRY AND EGGS","KEN93-184,IN17-O008",0.99,485,115,74.8,20.2,3.9,0,0,1.3,12,6.6,18,308,225,64,3.48,48,15700,15700,15700,0,0.2,0.37,12.9,178,178,64,14,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7045","Goat, liver, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,0.99,740,176,61.9,30.5,6,0,0,2,14,9.4,22,326,205,58,5.27,73,19000,19000,19000,0,0.21,0.49,9.8,175,175,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7016","Goat, medium fat, raw","Capra aegagrus hircus","MEAT, POULTRY AND EGGS","SGS,AU14-08B10088",0.74,695,166,68.2,18.6,8.6,3.5,0,1,10,1.9,22,237,198,121,3.26,26,18,18,18,0,0.16,0.18,3.7,1,1,2.34,0.8,93,NA,NA,222.355,4.38976558726559,2.95528796278796,0.424958056208056,0.3849882999883,0,0,0
"KE18","7046","Goat, medium fat, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,0.66,820,196,56,27.8,9.4,0,0,1.5,12,2.7,25,273,177,106,4.86,38,20,20,20,0,0.13,0.22,3.3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7047","Goat, medium fat, grilled (without salt and fat)",NA,"MEAT, POULTRY AND EGGS",NA,0.66,804,192,57.1,26.9,9.3,0,0,1.5,14,2.6,26,286,229,147,4.48,37,21,21,21,0,0.16,0.23,4.4,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7017","Guinea fowl, meat, with skin","Oryctolagus cuniculus","MEAT, POULTRY AND EGGS","US28-05151, IN17-N013",1,471,112,75.2,20.5,3.2,0.1,0,0.9,31,2.2,21,187,240,58,1.48,24,2,2,2,0,0.02,0.18,3.6,4,4,0.27,1,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7018","Lamb liver, raw","Ovis aries","MEAT, POULTRY AND EGGS","KEN93-187,AU14-08D10185",1,675,161,67.6,20.4,7.5,3.1,0,1.5,10,8.3,18,413,326,67,4.22,57,31400,31400,31400,46,0.3,2.25,10.9,759,759,90,20,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7048","Lamb, liver, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,1,811,193,54.5,30.8,7.8,0,0,2.3,12,12,22,438,296,61,6.39,86,38100,38100,38100,56,0.32,3,8.3,748,748,89,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7019","Lamb, raw (unspecified part)","Ovis aries","MEAT, POULTRY AND EGGS","KEN93-186,KEN93-186 (b),KEN93-188 (a),KEN93-189 (a), US28-17001",1,1120,269,60,17,22.7,0,0,1,12,1.7,22,150,230,60,3.33,20,0,0,0,0,0.12,0.23,6.1,18,18,2.39,0,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7049","Lamb, unspecified part, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,1,1430,344,47.2,25.4,26.9,0,0,1.5,14,2.5,21,179,189,54,4.97,30,0,0,0,0,0.07,0.18,4.6,16,16,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7050","Lamb, unspecified part, grilled (without salt and fat)",NA,"MEAT, POULTRY AND EGGS",NA,1,1400,338,48.3,24.6,26.6,0,0,1.4,17,2.3,27,185,283,74,4.83,29,0,0,0,0,0.1,0.29,7.1,18,18,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7020","Pork, meat, raw (unspecified part)","Sus scrofa domesticus","MEAT, POULTRY AND EGGS","KEN93-192,KEN93-193 (a),KEN93-193 (b),KEN93-194 (a),ZA10-4336, US28-10001",1,1190,286,57.2,18.9,23.5,0,0,0.7,25,1.1,13,178,253,58,1.59,28,0,0,0,0,0.63,0.17,3.8,4,4,0.6,0,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7051","Pork, meat, unspecified part, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,1,1550,374,41.8,29.1,28.6,0,0,1.1,30,1.8,12,164,195,40,2.45,44,0,0,0,0,0.29,0.18,2.9,4,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7052","Pork, meat, unspecified part, grilled (without salt and fat)",NA,"MEAT, POULTRY AND EGGS",NA,1,1480,356,44.9,27,27.6,0,0,1,26,1.3,18,228,307,75,2.27,41,0,0,0,0,0.63,0.21,4.3,5,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7021","Rabbit meat, raw","Oryctolagus cuniculus","MEAT, POULTRY AND EGGS","KEN93-195,KEN93-196,AU14-08B10064",1,636,151,67,24.4,4.8,2.5,0,1.3,12,1,18,290,370,53,1.6,25,10,10,10,0,0.46,0.06,7.5,11,11,5.3,0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7053","Rabbit meat, stewed (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,1,872,207,51.4,35.8,7.1,0,0,2,15,1.5,17,341,299,47,2.35,37,12,12,12,0,0.27,0.05,5.5,10,10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7054","Rabbit meat, roasted (without salt and fat)",NA,"MEAT, POULTRY AND EGGS",NA,1,674,160,62.4,27.7,5.5,0,0,1.5,13,1.1,17,280,336,51,1.82,28,9,9,9,0,0.31,0.05,6,10,10,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7022","Sausage, beef, raw",NA,"MEAT, POULTRY AND EGGS","SGS,KEN93-200 (a),AU14-08E20128",1,989,238,57.5,12,16.3,9.7,2.2,2.3,42,1,26,492,279,679,3.42,79,129,134,125,54,0.03,0.1,2.6,9,9,1.42,0,34,NA,NA,111.44,7.39062167624371,6.09593895275489,2.26242386353214,0.462514892848594,0,0,0
"KE18","7055","Sausage, beef, grilled (without salt and fat)",NA,"MEAT, POULTRY AND EGGS",NA,1,927,223,48.1,16.1,17,0,3,3,57,1.6,35,623,316,815,4.55,106,155,161,150,65,0.03,0.13,2.9,10,10,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7023","Sausage, frankfurters",NA,"MEAT, POULTRY AND EGGS","KEN93-201,AU14-08E20136",1,1130,274,60,10,25,1.6,1.5,1.9,78,1.5,11,150,75,1000,2.3,7,9,11,7,24,0.04,0.08,0.9,3,3,1.1,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7056","Sausage, frankfurters, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,1,1130,272,59.2,10.3,25.3,0,2,2,68,1.5,11,155,66,876,2.37,7,8,10,6,23,0.03,0.07,0.7,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7024","Sausage, liver, raw",NA,"MEAT, POULTRY AND EGGS","KEN93-199, US28-07041, UK7-19-106",1,1330,322,52,13,28.5,3.4,0,3.1,30,6.4,12,230,170,900,2.3,58,8310,8310,8310,0,0.2,1.6,4.3,30,30,13.46,0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7057","Sausage, liver, grilled (without salt and fat)",NA,"MEAT, POULTRY AND EGGS",NA,1,1530,369,40.7,17.3,33.3,0,0,4.1,40,8.5,16,291,193,1080,3.07,77,9970,9970,9970,0,0.2,2.03,4.9,34,34,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7025","Sausage, pork, raw",NA,"MEAT, POULTRY AND EGGS","KEN93-202 a ,AU14-08E20131",1,1420,343,51,11.5,32,1.7,1.3,2.5,25,1.1,15,160,160,720,1.7,26,26,27,25,13,0.04,0.12,2.7,21,21,0.6,0,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7058","Sausage, pork, boiled (without salt)",NA,"MEAT, POULTRY AND EGGS",NA,1,1470,355,48,12.5,33.6,0,1,2.7,23,1.1,16,174,148,665,1.85,28,26,27,24,13,0.03,0.12,2.2,15,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7059","Sausage, pork, grilled (without salt and fat)",NA,"MEAT, POULTRY AND EGGS",NA,1,1730,419,37.4,16,39,0,2,3.5,34,1.5,21,211,189,900,2.36,36,33,34,31,16,0.04,0.16,3.2,25,25,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","7026","Quail, flesh & skin, raw","Oryctolagus cuniculus","MEAT, POULTRY AND EGGS","AU14-08C20016,US28-05157",0.54,729,175,69.7,19.1,11.5,0,0,1,10,2.6,24,243,358,49,1.58,16,47,47,47,0,0.17,0.39,7.1,8,8,0.82,6,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8001","Cod, fillet, raw","Gadus spp.","FISH AND SEA FOOD","KEN93-206a, UF1-091044/091052",0.32,311,73,81.6,17,0.6,0,0,1.2,15,0.2,26,209,367,79,0.37,27,2,2,2,0,0.06,0.07,1.8,9,9,1.55,0.5,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8015","Cod, fillet, steamed (without salt)",NA,"FISH AND SEA FOOD",NA,0.28,380,90,77.5,20.7,0.7,0,0,1.5,18,0.2,27,217,336,82,0.45,29,2,NA,2,0,0.06,0.06,1.6,8,8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8016","Cod, fillet, grilled (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.26,415,98,75.5,22.7,0.8,0,0,1.6,20,0.2,31,251,416,90,0.49,35,2,NA,2,0,0.07,0.08,2.2,10,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8017","Cod, fillet, boiled in recipe (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.28,380,90,77.5,20.7,0.7,0,0,1.5,18,0.3,31,255,448,97,0.45,32,2,NA,2,0,0.06,0.08,2.1,10,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8002","Dagaa fish (omena), dried, raw","Rastrineobola argentea","FISH AND SEA FOOD","SGS,KEN93-209a",1,1400,333,11.2,59.5,10.6,0,0,10,2790,6.9,98,2730,800,300,16,22,141,141,141,NA,0.34,0.52,18.2,46,46,60,0,977,NA,NA,377.275,3.84245532907908,2.24405453453454,3.46729030530531,0.110712855355355,0.683799584584585,1.3291964502002,0
"KE18","8018","Dagaa fish (omena), dried, stewed (without salt)",NA,"FISH AND SEA FOOD",NA,1,638,152,59.6,27,4.8,0,0,4.5,1270,3.1,44,1240,364,136,7.39,10,58,NA,58,0,0.13,0.24,7.9,18,18,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8003","Eel, raw","Anguilla spp.","FISH AND SEA FOOD","KEN93-208a, US28-15025",0.67,733,176,69.6,17.7,11.7,0,0,1.41,20,0.6,20,216,272,70.5,1.62,6.5,1043,1043,1043,0,0.2,0.35,3.5,15,15,3,1.8,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8019","Eel, steamed (without salt)",NA,"FISH AND SEA FOOD",NA,0.63,830,199,64.8,21.3,12.6,0,0,1.7,24,0.6,20,221,246,72,1.95,7,880,NA,880,0,0.18,0.3,3,13,13,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8020","Eel, grilled (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.61,874,210,62.6,23,13.1,0,0,1.8,26,0.7,23,252,300,78,2.1,8,1084,NA,1084,0,0.23,0.41,4.1,16,16,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8021","Eel, boiled in recipe (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.63,883,212,63.4,21.3,14,0,0,1.7,24,0.7,24,260,328,85,1.95,8,1131,NA,1131,0,0.2,0.42,4,15,15,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8004","Herring stock, raw","Ilisha melastoma","FISH AND SEA FOOD","KEN93-208a, US28-15025",0.5,480,114,70.8,18.9,4.3,0,0,2.6,67,1.1,32,250,357,95,0.81,36,31,31,31,0,0.05,0.23,3.2,8,8,12.22,0,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8022","Herring stock, steamed (without salt)",NA,"FISH AND SEA FOOD",NA,0.45,578,137,64.9,22.7,5.2,0,0,3.1,80,1.1,33,256,322,97,0.97,39,34,NA,34,0,0.05,0.19,2.7,7,7,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8023","Herring stock, grilled (without salt)",NA,"FISH AND SEA FOOD",NA,0.44,623,148,62.1,24.5,5.6,0,0,3.4,87,1.3,37,292,394,105,1.05,47,36,NA,36,0,0.06,0.27,3.7,8,8,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8024","Herring stock, boiled in recipe (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.45,578,137,64.9,22.7,5.2,0,0,3.1,80,1.4,39,301,430,114,0.97,43,34,NA,34,0,0.06,0.28,3.6,8,8,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8005","Lungfish, fillet, raw","Protopterus annectens","FISH AND SEA FOOD","SGS",0.91,308,73,80.5,15.9,1,0,0,1.1,180,2.6,20,253,168,91,1.12,24,9,9,9,0,NA,0.28,2.2,2,2,1.64,0.2,61,NA,NA,105.01,0.302045768323657,0.232399650761974,0.278879580914369,0,0,0.0774665502539913,0
"KE18","8025","Lungfish, fillet, steamed (without salt)",NA,"FISH AND SEA FOOD",NA,0.89,371,88,76.5,19.1,1.2,0,0,1.3,217,2.5,21,259,152,93,1.34,26,10,NA,10,0,0,0.24,1.8,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8026","Lungfish, fillet, grilled (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.89,400,94,74.7,20.6,1.3,0,0,1.4,234,2.9,24,296,185,100,1.45,31,11,NA,11,0,0,0.33,2.5,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8027","Lungfish, fillet, boiled in recipe (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.89,371,88,76.5,19.1,1.2,0,0,1.3,217,3.2,24,305,202,109,1.34,28,10,10,10,0,0,0.34,2.5,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8006","Mudfish (kamongo), fillet, raw","Clarias gariepinus","FISH AND SEA FOOD","UF1-091009",0.4,431,102,78.3,17.8,3.5,0,0,1.2,23,0.5,24,180,301,41,1.07,38,9,9,9,0,0.07,0.03,3,14,14,3.5,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8028","Mudfish (kamongo), fillet, steamed (without salt)",NA,"FISH AND SEA FOOD",NA,0.36,520,123,73.8,21.5,4.2,0,0,1.4,28,0.5,24,184,272,42,1.29,41,10,10,10,0,0.06,0.03,2.6,11,11,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8029","Mudfish (kamongo), fillet, grilled (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.34,560,133,71.8,23.2,4.5,0,0,1.5,30,0.6,28,210,333,45,1.39,49,11,11,11,0,0.08,0.04,3.5,14,14,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8030","Mudfish (kamongo), fillet, boiled in recipe (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.36,520,123,73.8,21.5,4.2,0,0,1.4,28,0.7,29,217,363,49,1.29,46,10,10,10,0,0.07,0.04,3.5,14,14,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8007","Mackerel, raw","Rastrelliger kanagurta","FISH AND SEA FOOD","k011, AU14-05A10755, US28-15051, UF1-091059, IN17-P034",0.62,534,127,76.8,18.7,5.9,0,0,1.3,23,0.9,33,215,395,66,0.52,48,25,25,25,0,0.1,0.15,2.9,1,1,3.9,1.8,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8008","Nile perch, dry, raw",NA,"FISH AND SEA FOOD","KEN93-211b, KEN93-211b",NA,1634,388,12.2,71.8,10.7,1.2,0,4.2,516,4,112,1092,859,376,2,84,186,186,186,0,0,0,8,28,28,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8009","Nile perch, fillet w/o bones, raw","Lates niloticus","FISH AND SEA FOOD","SGS",0.69,356,84,77.37,19,0.9,0,0,1.2,133,1,29,282,222,97,0.56,22,15,15,15,0,0,0,2,7,7,1.3,0,75,NA,NA,197.445,0.231860686344239,0.169317752489331,0.26753156116643,0,0.0178354374110953,0.124848061877667,0
"KE18","8010","Nile tilapia, fillet, w/o skin and bones, raw","Oreochromis niloticus","FISH AND SEA FOOD","SGS, UF1-091001",0.58,391,92,77.6,19.7,1.5,0,0,1.1,109,2.7,17,167,151,64,0.5,17,10,10,10,0,0.04,0.15,3.23,5,5,1.51,0,63,NA,NA,202.54,0.426689402601074,0.42192921176138,0.398692428329092,0,0,0.0516568857789087,0
"KE18","8011","Prawns, flesh, raw","Penaeidae","FISH AND SEA FOOD","KEN93-213,UF1-092027",0.51,419,99,75.1,18.4,1.1,3.9,0,1.6,59,1.5,43,246,252,191,1.43,42,16,20,11,56,0.04,0.08,2.7,14,14,2.14,0.3,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8031","Prawns, fresh, steamed (without salt)",NA,"FISH AND SEA FOOD",NA,0.46,505,119,69.9,22.2,1.3,5,0,1.9,71,1.4,44,252,228,196,1.72,45,16,NA,11,56,0.03,0.07,2.2,11,11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8032","Prawns, fresh, grilled (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.47,487,115,71,21.4,1.3,4,0,1.9,69,1.7,50,286,293,223,1.66,48,16,NA,11,58,0.04,0.1,2.9,13,13,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8033","Prawns, fresh, boiled in recipe (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.46,505,119,69.9,22.2,1.3,5,0,1.9,71,1.5,47,267,258,196,1.72,50,16,NA,11,59,0.04,0.09,2.9,13,13,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8012","Sardine, flesh, raw","Sardinella spp.","FISH AND SEA FOOD","KEN93-214, fi126, fi139, IN17-P071, UK7-16-401, AU14-05A10927",0.6,605,145,71.2,19.5,7.4,0,0,2.1,42,1.3,36,256,364,38,1.2,50,13,13,13,0,0.01,0.05,0.91,23,23,0.5,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8034","Sardine, fresh, steamed (without salt)",NA,"FISH AND SEA FOOD",NA,0.56,666,159,67.4,23,7.4,0,0,2.5,50,1.2,36,256,321,38,1.45,53,10,NA,10,0,0.01,0.04,0.7,19,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8035","Sardine, fresh, grilled (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.52,733,175,63.2,26.8,7.5,0,0,2.9,58,1.5,44,316,423,45,1.68,69,14,NA,14,0,0.01,0.06,1.1,25,25,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8036","Sardine, fresh, boiled in recipe (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.56,712,170,66.2,23,8.7,0,0,2.5,50,1.6,42,301,428,45,1.45,59,13,NA,13,0,0.01,0.06,1,23,23,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8013","Shark, raw","Carcharhinus spp.","FISH AND SEA FOOD","KEN93-215, IN17-P072",0.67,398,94,74.4,21.6,0.8,0,0,1.1,8,0.38,32.58,263,372,63.63,0.46,28.9,1,1,1.1,0,0.03,0.04,2.68,3,3,1.49,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8037","Shark, steamed (without salt)",NA,"FISH AND SEA FOOD",NA,0.63,479,113,69.2,26,1,0,0,1.4,10,0.4,33,269,336,65,0.55,31,1,NA,1,0,0.03,0.03,2.3,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8038","Shark, grilled (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.61,517,122,66.8,28.1,1.1,0,0,1.5,11,0.4,38,307,411,70,0.6,38,1,NA,1,0,0.04,0.05,3.1,3,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8039","Shark, boiled in recipe (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.63,479,113,69.2,26,1,0,0,1.4,10,0.5,39,316,448,77,0.55,35,1,NA,1,0,0.03,0.05,3.1,3,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8014","Tuna, raw","Thunnus albacares/T. thynnus","FISH AND SEA FOOD","KEN93-217, US28-15117/15127, UK7-16-399",0.58,500,118,68.9,25,2,0,0,1.5,5,0.8,41,266,379,50,0.46,73,18,18,18,0,0.16,0.15,16.3,3,3,4.6,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8040","Tuna, steamed (without salt)",NA,"FISH AND SEA FOOD",NA,0.52,625,148,61.1,31.2,2.5,0,0,1.8,7,0.8,44,283,355,53,0.57,83,20,NA,20,0,0.15,0.13,14.3,2,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8041","Tuna, grilled (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.51,675,160,57.9,33.8,2.7,0,0,2,7,1,50,324,435,57,0.62,99,22,NA,22,0,0.2,0.18,19.9,3,3,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","8042","Tuna, boiled in recipe (without salt and fat)",NA,"FISH AND SEA FOOD",NA,0.52,625,148,61.1,31.2,2.5,0,0,1.8,7,1,52,333,474,63,0.57,92,20,NA,20,0,0.17,0.18,19.4,3,3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","9001","Animal fat/ lard",NA,"OILS AND FAT","KEN93-245, US28-04609",1,3660,890,1,0,99,0,0,0.3,1,0.1,0,3,1,2,0.11,0,0,0,0,0,0,0,0,0,0,0,0,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","9002","Corn oil","Zea mays","OILS AND FAT","SGS, AU14-04C10095, US28-04518",1,3700,900,0,0,99.9,0.1,0,0,0,0,0,0,0,0,0.01,0,6,6,6.38,0,0,0,0,0,0,0,0,NA,NA,NA,NA,15.09132993849,33.91369143189,42.49840808256,4.02244375062,0,0,0
"KE18","9003","Fish liver oil",NA,"OILS AND FAT","KEN93-242,US28-04589,UK7-'17-488,ZA10-3482",1,3700,900,0,0,100,0,0,0,0,0,0,0,0,0,0,0,30000,30000,30000,0,0,0,0,0,0,0,0,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","9004","Margarine,20% fat",NA,"OILS AND FAT","US28-04633",1,728,177,78.8,0,19.5,0.4,0,1.3,0,0,1,14,25,733,0,0,819,870,768,610,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","9005","Margarine,60% fat",NA,"OILS AND FAT","US28-04612,US28-04613,US28-04614",1,2230,541,37.7,0.3,59.8,0.5,0,1.7,21,0,2,16,30,700,0,0,819,870,768,610,0.01,0.03,0,1,1,3.65,0.1,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","9006","Margarine,80% fat",NA,"OILS AND FAT","KEN93-246,US28-04610,US28-04611",1,3070,748,15,0.1,83,0,0,1.9,10,0,2,10,5,300,0,0,819,870,768,610,0,0,0,1,1,0.06,0.15,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","9007","Mustard seed oil","Brassica","OILS AND FAT","AU14-04C10102",1,3700,900,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","9008","Olive oil","Olea europaea","OILS AND FAT","KEN93-347,AU14-04C10094",1,3700,900,0,0,100,0,0,0,0,0,0,1,0,0,0.01,0,1,2,0,11,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","9009","Peanut oil","Arachis hypogaea","OILS AND FAT","KEN93-348,AU14-04C10092",1,3700,900,0,0,100,0,0,0,0,0.1,1,3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","9010","Red palm oil","Elaeis guineensis","OILS AND FAT","KEN93-249 a, KEN93-249 b, BR94, AU14-04C10108",1,3660,891,1,0,99,0,0,0.1,6,0,0,7,0,0,0,0,5490,11000,0,65800,0.01,0.02,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","9011","Shortening, commercial, vegetable fat",NA,"OILS AND FAT","KEN93-248,AU14-04C10098",1,3700,900,0,0.1,100,0,0,0,1,0,0,0,1,1,0.02,0,0,0,0,0,0,0,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","9012","Soya bean oil","Glycine max","OILS AND FAT","SGS,AU14-04C10099",1,3700,900,0,0,100,0,0,0,0,0,0,0,0,0,0,0,3,3,2.66,0,0,0,0,0,0,0,0,NA,NA,NA,NA,15.80949900699,24.366408261,50.6916846371,4.69650574913,0,0,0
"KE18","9013","Sun flower oil","Helianthus annuus","OILS AND FAT","KEN93-248,AU14-04C10098",1,3700,900,0,0,100,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","10001","Bambara groundnuts, dried, raw","Vigna subterranea","NUTS AND SEEDS","k032,2E-0300008, 2E-0300009, UP1-VSU001",NA,1340,321,9.5,18.1,6,34.6,28.2,3.6,39,3.3,166,190,1330,2,1.81,NA,0,0,0,0,0.04,0.07,2.3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
