"source_fct","fdc_id","food_desc","scientific_name","food_group","nutrient_data_source","Edible_factor_in_FCT","ENERCkJ","ENERCkcal","WATERg","PROCNTg","FATg","CHOAVLDFg","FIBTGg","ASHg","CAmg","FEmg","MGmg","Pmg","Kmg","NAmg","ZNmg","SEmcg","VITA_RAEmcg","VITAmcg","RETOLmcg","CARTBEQmcg","THIAmg","RIBFmg","NIAmg","FOLDFEmcg","FOLFDmcg","VITB12mcg","VITCmg","CHOLEmg","OXALACmg","PHYTCPPDmg","TRPmg","FASATgstandardized","FAMSgstandardized","FAPUgstandardized","FATRNgstandardized","F20D5gstandardized","F22D6gstandardized","ALCg"
"KE18","3015","Garden peas, fresh, raw","Pisum sativum","LEGUMES AND PULSES","KEN93-54(a)(i), KEN93-54(a)(ii),SGS-10012,IN17_rev-D061",0.41,392,93,72.5,7.9,0.7,9.8,8,1,28.2,2.63,30.15,108,249,3.66,4.65,2,30,60,0,363,0.29,0.13,2.3,216,216,0,38.4,NA,NA,162,66.50742,0.157748769230769,0.159107846153846,0.261581384615385,0,0,0,0
"KE18","3050","Garden peas, fresh, boiled, drained (without salt)",NA,"LEGUMES AND PULSES",NA,NA,413,98,71.1,8.3,0.7,10.4,8.5,1.1,28,2.1,19,102,131,3,3.67,2,29,57,0,343,0.2,0.09,1.6,113,113,0,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3016","Garden peas, dry, raw","Pisum sativum","LEGUMES AND PULSES","KEN93-54, IN17-B017, UP1-PIS001",1,1370,324,10.3,20.4,1.9,47.8,17,2.5,58,4.8,117,321,933,17,3.21,50,5,11,0,64,0.88,0.17,2.6,110,110,0,5,NA,NA,408,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3051","Garden peas, dry, unsoaked, boiled, drained (without salt)",NA,"LEGUMES AND PULSES",NA,1,506,120,66.8,7.6,0.7,17.7,6.3,1,20,1.5,38,107,259,7,1.07,19,2,4,0,24,0.21,0.05,0.6,20,20,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3052","Garden peas, unsoaked, boiled (without salt, water not discarded)",NA,"LEGUMES AND PULSES",NA,1,321,76,78.9,4.8,0.4,11.2,4,0.6,16,1.1,28,76,220,6,0.75,12,1,3,0,15,0.17,0.04,0.5,16,16,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3053","Garden peas, dry, water-soaked, boiled in different water, drained (without salt)",NA,"LEGUMES AND PULSES",NA,1,506,120,66.8,7.6,0.7,17.7,6.3,1,20,1.5,38,107,259,7,1.07,19,2,4,0,24,0.21,0.05,0.6,20,20,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3054","Garden peas, dry, water-soaked, boiled in different water (without salt, water not discarded)",NA,"LEGUMES AND PULSES",NA,1,321,76,78.9,4.8,0.4,11.2,4,0.6,16,1.1,28,76,220,6,0.75,12,1,3,0,15,0.17,0.04,0.5,16,16,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3017","Gram, black, dry, raw","Vigna mungo","LEGUMES AND PULSES","SGS, IN17-B004, UP1-VIR001",1,1330,316,11.4,24.6,1.7,42.5,16.3,3.51,84,6,113,335,718,14,2.33,43,12,23,0,140,0.31,0.11,1.8,346,346,0,3,NA,NA,659,180,0.473068075637643,0.174216478452067,0.768356729991205,0,0,0,0
"KE18","3055","Gram, black, dry, unsoaked, boiled, drained (without salt)",NA,"LEGUMES AND PULSES",NA,1,433,103,71.2,8,0.6,13.8,5.3,1.2,25,1.6,32,98,175,5,0.68,14,4,8,0,46,0.07,0.03,0.4,56,56,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3056","Gram, black, dry, unsoaked, boiled (without salt, water not discarded)",NA,"LEGUMES AND PULSES",NA,1,290,69,80.7,5.3,0.4,9.2,3.5,0.8,20,1.3,25,73,157,5,0.51,9,3,5,0,31,0.05,0.02,0.3,45,45,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3057","Gram, black, dry, water-soaked, boiled in different water, drained (without salt)",NA,"LEGUMES AND PULSES",NA,1,433,103,71.2,8,0.6,13.8,5.3,1.2,25,1.6,32,98,175,5,0.68,14,4,8,0,46,0.07,0.03,0.4,56,56,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3058","Gram, black, dry, water-soaked, boiled in different water (without salt, water not discarded)",NA,"LEGUMES AND PULSES",NA,1,290,69,80.7,5.3,0.4,9.2,3.5,0.8,20,1.3,25,73,157,5,0.51,9,3,5,0,31,0.05,0.02,0.3,45,45,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3018","Gram, Flour","Vigna mungo","LEGUMES AND PULSES","KEN93-42, UK7-11-896",1,1490,353,9.6,22.7,5.4,48.5,10.1,3.75,58,5.2,62,170,297,2,1.5,4,3,5,0,32,0.45,0.17,1.9,193,193,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3019","Gram, green, dry, raw","Vigna radiata","LEGUMES AND PULSES","KEN93-50b, KEN93-50c, KEN93-50d, IN17-B011, UP1-VIR001",1,1310,311,11.6,27.2,1.7,38.4,16.7,4.4,151,7.6,208,280,989,26,2.62,23,9,18,0,111,0.52,0.2,2.2,607,607,0,3,NA,NA,368,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3059","Gram, green, dry, unsoaked, boiled, drained (without salt)",NA,"LEGUMES AND PULSES",NA,1,487,116,67.1,10.1,0.6,14.3,6.2,1.7,49,2.4,66,94,276,9,0.88,9,3,7,0,41,0.13,0.06,0.5,113,113,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3060","Gram, green, dry, unsoaked, boiled (without salt, water not discarded)",NA,"LEGUMES AND PULSES",NA,1,309,73,79.2,6.4,0.4,9,3.9,1.1,38,1.8,50,66,233,8,0.62,6,2,4,0,26,0.1,0.05,0.4,86,86,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3061","Gram, green, dry, water-soaked, boiled in different water, drained (without salt)",NA,"LEGUMES AND PULSES",NA,1,487,116,67.1,10.1,0.6,14.3,6.2,1.7,49,2.4,66,94,276,9,0.88,9,3,7,0,41,0.13,0.06,0.5,113,113,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3062","Gram, green, dry, water-soaked, boiled in different water (without salt, water not discarded)",NA,"LEGUMES AND PULSES",NA,1,309,73,79.2,6.4,0.4,9,3.9,1.1,38,1.8,50,66,233,8,0.62,6,2,4,0,26,0.1,0.05,0.4,86,86,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3020","Lentils, whole, dry, raw","Lens culinaris","LEGUMES AND PULSES","KEN93-51, KEN93-51,IN17-B014,UP1-LEC001",1,1340,318,9.95,28.4,0.6,41.3,16.8,3,83,7.4,101,308,629,11,4,33,1,2,0,10,0.4,0.19,2.54,132,132,0,6.8,NA,NA,564,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3063","Lentils, whole, dry, unsoaked, boiled, drained (without salt)",NA,"LEGUMES AND PULSES",NA,1,506,120,66,10.7,0.2,15.6,6.3,1.1,28,2.4,33,104,178,5,1.22,13,0,1,0,4,0.1,0.05,0.6,25,25,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3064","Lentils, whole, unsoaked, boiled (without salt, water not discarded)",NA,"LEGUMES AND PULSES",NA,1,316,75,78.8,6.7,0.2,9.7,4,0.7,21,1.7,24,72,148,5,0.85,8,0,0,0,2,0.08,0.04,0.5,19,19,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3065","Lentils, whole, dry, water-soaked, boiled in different water, drained (without salt)",NA,"LEGUMES AND PULSES",NA,1,506,120,66,10.7,0.2,15.6,6.3,1.1,21,1.7,24,72,148,5,0.85,8,0,1,0,4,0.1,0.05,0.6,25,25,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3066","Lentils, whole, dry, water-soaked, boiled in different water (without salt, water not discarded)",NA,"LEGUMES AND PULSES",NA,1,316,75,78.8,6.7,0.2,9.7,4,0.7,21,1.7,24,72,148,5,0.85,8,0,0,0,2,0.08,0.04,0.5,19,19,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3021","Pigeon peas, dry, raw","Cajanus cajan","LEGUMES AND PULSES","KEN93-55 (a), KEN93-55(a)(i),KEN93-55(a)(i),KEN93-55(a)(ii),KEN93-55(b),KEN93-55(b),KEN93-55(c'),KEN93-55(c)(i),KEN93-55(c)(i),KEN93-55(c)(ii),KEN93-55(c)(ii),KEN93-55(c)(ii),KEN93-55(c)(ii),KEN93-55(c)(ii), IN17-B022UP1-CAC001",1,1272,303,12.1,20.9,2.1,38.9,22.1,3.8,172,5.4,128,272,1200,21,2.9,15,19,38,0,230,0.72,0.14,2.34,340,340,0,1.5,NA,NA,585,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3067","Pigeon peas, dry, unsoaked, boiled, drained (without salt)",NA,"LEGUMES AND PULSES",NA,1,553,132,61.8,9.1,0.9,16.9,9.6,1.7,65,2,48,106,391,8,1.13,7,8,17,0,100,0.2,0.05,0.7,74,74,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3068","Pigeon peas, dry, unsoaked, boiled (without salt, water not discarded)",NA,"LEGUMES AND PULSES",NA,1,398,95,72.5,6.5,0.7,12.1,6.9,1.2,56,1.7,41,85,375,8,0.91,5,6,12,0,72,0.18,0.04,0.6,64,64,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3069","Pigeon peas, dry, water-soaked, boiled in different water, drained (without salt)",NA,"LEGUMES AND PULSES",NA,1,553,132,61.8,9.1,0.9,16.9,9.6,1.7,65,2,48,106,391,8,1.13,7,8,17,0,100,0.2,0.05,0.7,74,74,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3070","Pigeon peas, dry, water-soaked, boiled in different water (without salt, water not discarded)",NA,"LEGUMES AND PULSES",NA,1,398,95,72.5,6.5,0.7,12.1,6.9,1.2,56,1.7,41,85,375,8,0.91,5,6,12,0,72,0.18,0.04,0.6,64,64,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3022","Soybean, dry, raw","Glycine max","LEGUMES AND PULSES","KEN93-56(a) ,KEN93-56(a)(i),KEN93-56(b),KEN93-56(c)(i),KEN93-56(c)(i),AU14-13A20129,IN17-B025",1,1605,386,12.7,34,19.1,9.7,19.3,5.2,228,7.3,203,384,1730,7,3.83,22,0,1,0,5,0.73,0.15,2.59,359,359,0,0,NA,NA,425,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3071","Soybean, dry, unsoaked, boiled, drained (without salt)",NA,"LEGUMES AND PULSES",NA,1,661,159,64,14,7.9,4,7.9,2.2,81,2.5,72,142,533,4,1.42,9,0,0,0,2,0.19,0.05,0.7,74,74,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","3072","Soybean, dry, water-soaked, boiled in different water, drained (without salt)",NA,"LEGUMES AND PULSES",NA,1,661,159,64,14,7.9,4,7.9,2.2,81,2.5,72,142,533,4,1.42,9,0,0,0,2,0.19,0.05,0.7,74,74,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4001","Amaranth, leaves, picked, raw","Amaranthus gangeticus","VEGETABLE AND VEGETABLE PROCUCTS","SGS, IN17-C004, ZA10-3785, KEN93-70",0.59,150,36,84.6,3.7,0.2,1.3,7.2,3.1,280,6.8,122,89,597,18,0.92,22,326,652,0,3913,0.03,0.22,0.69,64,64,0,77,NA,323,5,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4039","Amaranth, leaves, picked, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,158,38,83.8,3.9,0.3,1.3,7.6,3.2,280,5.3,77,84,314,14,0.73,20,309,618,0,3707,0.02,0.15,0.5,34,34,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4040","Amaranth, leaves, picked, stewed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,NA,186,45,81,4.6,0.3,1.5,8.9,3.8,346,8.3,151,110,737,22,1.14,27,362,725,0,4347,0.03,0.26,0.8,55,55,0,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4002","Bitter gourd, whole, different varieties, raw","Momordica charantia","VEGETABLE AND VEGETABLE PROCUCTS","KEIN93-102, IN17-D004/D005/D006, UK7-13-252",0.97,135,32,89.6,1.5,0.2,4.2,3.7,0.8,22,1.4,20,51,210,16,0.37,5,11,21,0,126,0.07,0.04,0.3,45,45,0,60,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4041","Bitter gourd, whole, different varieties, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,150,36,88.4,1.7,0.3,4.6,4.1,0.9,23,1.2,13,51,117,14,0.31,5,11,21,0,126,0.05,0.03,0.2,25,25,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4003","Black (African) nightshade, indigenous, leaves, picked, raw","Solanum scabrum","VEGETABLE AND VEGETABLE PROCUCTS","SGS, KEN93-87, k030, ZA10-4203",0.52,127,31,88.6,3.8,0.1,1.3,4.3,1.8,100,8.6,41,68,421,10,0.65,1,2,4,0,24,0.06,0.32,1.1,404,404,0,36,NA,18,NA,65,NA,NA,NA,NA,NA,NA,0
"KE18","4042","Black (African) nightshade, indigenous, leaves, picked, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,121,29,89.1,3.6,0.1,1.3,4.1,1.7,91,6.2,24,58,200,7,0.46,1,2,3,0,20,0.04,0.2,0.7,192,192,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4004","Broccoli, tops and stems, raw","Brassica oleracea var. italica","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-78, AU14-13A11681, US28-11090",0.6,143,34,89,3.3,0.3,2.7,3.7,1,66,0.8,21,75,336,22,1,1,25,51,0,303,0.1,0.22,0.5,48,48,0,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4043","Black (African) nightshade, indigenous, leaves, picked, steamed",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,111,27,90.1,3.3,0.1,1.2,3.8,1.6,82.9969565217391,6,32.2826086956522,55.7608695652174,311.173913043478,7.39130434782609,0.508695652173913,0.619565217391304,2,3,0,19,0.04,0.25,0.8,211,211,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4044","Broccoli, tops and stems, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,129,31,90.1,3,0.3,2.4,3.3,0.9,56,0.6,11,61,151,15,0.41,0,20,41,0,246,0.06,0.13,0.3,22,22,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4045","Broccoli, tops and stems, steamed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,137,33,89.4,3.2,0.3,2.6,3.6,1,60,0.6,18,69,275,18,0.52,0,22,44,0,262,0.08,0.19,0.4,28,28,0,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4005","Cabbage, leaf head, Chinese, raw","Brassica oleracea var. capitata","VEGETABLE AND VEGETABLE PROCUCTS","SGS, AU14-13A11782, IN17-C013",0.92,40,10,97,0.9,0.3,0.4,1.1,0.4,36,1.4,10,40,250,16,0,1,16,32,0,190,0.03,0.04,0.4,170,170,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4046","Cabbage, leaf head, Chinese, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,41,10,96.9,0.9,0.3,0.4,1.1,0.4,35,1.1,6,37,128,12,0.15,0,15,29,0,174,0.02,0.03,0.3,87,87,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4047","Cabbage, leaf head, Chinese, steamed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,41,10,96.9,0.9,0.3,0.4,1.1,0.4,35,1.2,9,39,217,14,0.18,0,15,29,0,174,0.02,0.04,0.3,104,104,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4006","Cabbage, leaf head, red raw","Brassica oleracea var. capitata","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-80b, AU14-13A11784, ZA10-3897",0.84,110,26,91.1,1.3,0.2,3.1,3.4,0.9,45,0.7,29,14,241,16,0.3,1,1,2,0,10,0.09,0.13,0.5,57,57,0,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4048","Cabbage, leaf head, red, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,113,27,90.9,1.3,0.2,3.2,3.5,0.9,44,0.5,18,13,123,12,0.23,1,1,2,0,9,0.06,0.09,0.3,29,29,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4049","Cabbage, leaf head, red, stewed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,102,24,91.7,1.2,0.2,2.9,3.1,0.8,42,0.7,27,13,223,15,0.28,1,1,1,0,8,0.08,0.11,0.4,37,37,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4007","Cabbage, leaf head, white, raw","Brassica oleracea var. capitata","VEGETABLE AND VEGETABLE PROCUCTS","SGS, KEN93-80d, AU14-13A11685, IN17-C015",0.78,76,18,93.8,1.1,0.1,2.2,2.2,0.7,47,0.5,9,40,313,37,0.2,1,0,0,0,0,0.04,0.04,0.4,15,15,0,50,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4050","Cabbage, leaf head, white, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,78,19,93.6,1.1,0.1,2.2,2.3,0.7,45,0.4,6,36,159,29,0.18,0,0,0,0,0,0.03,0.03,0.3,8,8,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4051","Cabbage, leaf head, white, stewed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,82,20,93.3,1.2,0.1,2.4,2.4,0.7,50,0.5,10,43,336,40,0.25,1,0,0,0,0,0.04,0.04,0.4,11,11,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4008","Capsicum (sweet peper), green, raw","Capsicum annum","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-103/103a, AU14-13A11686, IN17-D003",0.4,95,23,93.3,1.5,0.1,2.9,2,0.2,8,0.5,10,17,151,2,0.18,0,27,55,0,328,0.03,0.03,0.5,8,8,0,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4052","Capsicum (sweet peper), green, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,109,26,92.3,1.7,0.1,3.3,2.3,0.2,9,0.5,7,18,87,2,0.16,0,28,57,0,339,0.02,0.02,0.4,5,5,0,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4053","Capsicum (sweet peper), green, grilled (without salt and fat)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,102,24,92.8,1.6,0.1,3.1,2.2,0.2,9,0.6,11,18,162,2,0.19,0,26,53,0,317,0.03,0.03,0.5,6,6,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4054","Capsicum (sweet peper), green, baked (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,98,23,93,1.6,0.1,3,2.1,0.2,8,0.6,10,18,157,2,0.19,0,26,51,0,308,0.03,0.03,0.5,6,6,0,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4009","Capsicum (sweet peper), red, raw","Capsicum annum","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-103b, AU14-13A11687, IN17-D034, KEN17-Capsicum, green, raw",0.4,110,26,92.4,1.7,0.2,3.5,1.8,0.4,4,0.3,6,24,174,2,0.2,1,21,41,0,246,0.04,0.05,1,52,52,0,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4055","Capsicum (sweet peper), red, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,127,30,91.3,2,0.2,4,2.1,0.5,4,0.3,4,25,100,2,0.17,1,21,42,0,254,0.03,0.04,0.7,30,30,0,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4056","Capsicum (sweet peper), red, grilled (without salt and fat)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,118,28,91.8,1.8,0.2,3.8,1.9,0.4,4,0.3,6,26,187,2,0.22,1,20,40,0,238,0.04,0.05,1,39,39,0,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4057","Capsicum (sweet peper), red, baked (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,115,27,92.1,1.8,0.2,3.6,1.9,0.4,4,0.3,6,25,181,2,0.21,1,19,38,0,231,0.04,0.05,1,38,38,0,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4010","Capsicum (sweet peper), yellow, raw","Capsicum annum","VEGETABLE AND VEGETABLE PROCUCTS","IN17-D035, UK7-13-526, KEN17-Capsicum, green, raw",0.46,86,21,93.4,1.4,0.2,2.3,2.2,0.6,19,1,17,43,242,2,0,0,14,28,0,166,0.14,0.02,0.59,30,30,0,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4058","Capsicum (sweet peper), yellow, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,99,24,92.4,1.6,0.2,2.6,2.5,0.7,21,0.6,12,45,139,1,0.22,0,14,29,0,172,0.1,0.01,0.4,17,17,0,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4059","Capsicum (sweet peper), yellow, grilled (without salt and fat)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,93,22,92.9,1.5,0.2,2.4,2.4,0.7,21,0.7,19,47,260,2,0.28,0,13,27,0,161,0.14,0.02,0.6,23,23,0,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4060","Capsicum (sweet peper), yellow, baked (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,90,22,93.1,1.4,0.2,2.4,2.3,0.6,20,0.7,18,45,252,2,0.27,0,13,26,0,156,0.13,0.02,0.6,22,22,0,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4011","Carrot, peeled, raw","Daucus carota","VEGETABLE AND VEGETABLE PROCUCTS","SGS, KEN93-104, AU14-13A11671, IN17-F002",0.83,124,30,90.6,0.7,0.2,4.5,3.2,0.6,33,0.6,17,25,251,35,0.14,0,589,1180,0,7070,0.04,0.03,0.22,18,18,0,5.5,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4061","Carrot, peeled, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,132,32,90,0.8,0.3,4.8,3.4,0.7,34,0.5,11,24,120,21,0.11,0,564,1130,0,6770,0.03,0.02,0.2,10,10,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4062","Carrot, peeled, stewed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,129,31,90.2,0.8,0.2,4.7,3.4,0.7,35,0.6,17,26,261,37,0.14,0,552,1110,0,6630,0.04,0.03,0.2,13,13,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4012","Cauliflower, tops and stems, raw","Brassica oleracea var. botrytis","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-105, AU14-13A11692, IN17-D036",0.7,79,19,93.2,2,0.2,0.9,2.8,0.9,17,0.8,11,49,292,30,0,1,0,0,0,2,0.06,0.09,0.5,44,44,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4063","Cauliflower, tops and stems, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,79,19,93.2,2,0.2,0.9,2.8,0.9,16,0.6,6,44,146,23,0.19,0,0,0,0,1,0.04,0.06,0.3,22,22,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4013","Celery, stalk, raw","Apium graveolens","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-82a, AU14-13A11693, IN17-D037",0.65,114,27,90.9,0.6,0.1,5.3,1.4,1.8,70,1,19,50,267,28,0.21,2,39,78,0,465,0.03,0.03,0.4,13,13,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4064","Celery, stalk, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,127,30,89.9,0.7,0.1,5.8,1.6,1.9,74,0.8,13,50,148,23,0.18,2,39,78,0,465,0.02,0.02,0.3,7,7,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4014","Courgette, green, unpeeled, raw","C. pepo var. Cylindrica","VEGETABLE AND VEGETABLE PROCUCTS","AU14-13A11736, IN17-D077",0.93,78,19,94.8,0.9,0.3,2.5,1.1,0.4,18,0.5,16,34,188,1,0.33,1,23,46,0,278,0.03,0.06,0.6,17,17,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4065","Courgette, green, unpeeled, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,86,21,94.2,1,0.3,2.8,1.2,0.4,19,0.4,11,34,104,1,0.28,1,14,28,0,168,0.02,0.04,0.4,9,9,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4015","Cowpea, leaves, picked, raw","Vigna unguiculata","VEGETABLE AND VEGETABLE PROCUCTS","SGS, ZA10-4198, KEN93-83, US28-11201",0.59,123,30,88.7,3.4,0.4,0.7,4.9,1.9,188,2.7,47,17,485,31,1,1,36,72,0,0,0.49,0.37,1.6,95,95,0,50,NA,16,NA,55,NA,NA,NA,NA,NA,NA,0
"KE18","4066","Cowpea, leaves, picked, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,117,28,89.2,3.2,0.4,0.6,4.7,1.8,170,1.9,27,15,231,22,0.53,0,0,0,0,0,0.3,0.23,1,45,45,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4067","Cowpea, leaves, picked, steamed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,107,26,90.2,2.9,0.4,0.6,4.3,1.7,155,1.9,37,14,358,23,0.58,0,0,0,0,0,0.34,0.29,1.1,49,49,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4016","Cucumber, green, unpeeled, raw","Cucumis sativus","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-106, AU14-13A11697, IN17-D044",0.97,47,11,96.2,0.6,0.1,1.3,1.4,0.5,20,0.7,14,20,136,22,0.18,1,0,1,0,5,0.03,0.02,0.2,7,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
