"original_food_id","original_food_name","food_genus_id","food_genus_description","food_group","food_subgroup","food_genus_confidence","fct_name","data_reference_original_id","moisture_in_g","energy_in_kcal","energy_in_kj","nitrogen_in_g","totalprotein_in_g","totalfats_in_g","saturatedfa_in_g","monounsaturatedfa_in_g","polyunsaturatedfa_in_g","cholesterol_in_mg","carbohydrates_in_g","fibre_in_g","ash_in_g","ca_in_mg","fe_in_mg","mg_in_mg","p_in_mg","k_in_mg","na_in_mg","zn_in_mg","cu_in_mg","mn_in_mcg","i_in_mcg","se_in_mcg","vitamina_in_rae_in_mcg","thiamin_in_mg","riboflavin_in_mg","niacin_in_mg","vitaminb6_in_mg","folicacid_in_mcg","folate_in_mcg","vitaminb12_in_mcg","pantothenate_in_mg","biotin_in_mcg","vitaminc_in_mg","vitamind_in_mcg","vitamine_in_mg","phytate_in_mg"
"1440","Oil, coconut",NA,NA,NA,NA,NA,"DK19","None listed","0","900","3700","0","0",NA,NA,"5.8","1.8","0","0","0","0","0","0.04","0","0","0","0","0",NA,NA,"0","0","0",0,"0",0,0,NA,NA,"0",NA,NA,"0",NA,"0.4",NA
"1454","Haddock, liver oil",NA,NA,NA,NA,NA,"DK19","None listed","0","900","3698","0","0",NA,NA,NA,NA,"492","0.1","0","0","1.1499999999999999","7.3999999999999996E-2","0.08",NA,NA,"0.02","0.06","7.0000000000000001E-3",NA,"400","5.0000000000000001E-3","60000",0,"0",0,0,NA,NA,"0",NA,NA,"0",NA,"30",NA
"1455","Fat, beef tallow",NA,NA,NA,NA,NA,"DK19","None listed","0","875","3600","0.8","5",NA,NA,"39.729999999999997","3.625","108","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0",0,"0",0,0,NA,NA,"0",NA,NA,"0",NA,"1.1000000000000001",NA
"1461","Soyabean oil, refined",NA,NA,NA,NA,NA,"DK19","None listed","0","900","3700","0","0",NA,NA,"21.518000000000001","60.59","0","0","0","0","0","0.05","0","0","0","0","0.01",NA,NA,"0","0","0",0,"0",0,0,NA,NA,"0",NA,NA,"0",NA,"6.1",NA
"1465","Fish fillet, breaded, deepfried, fast food",NA,NA,NA,NA,NA,"DK19","None listed","45.9","287","1201","2.137","13.4",NA,NA,"6.8949999999999996","4.2140000000000004",NA,"21.9","1","1.9","38.5","0.55700000000000005","22.2","130","205","519","0.64200000000000002","5.9799999999999999E-2",NA,NA,NA,NA,0.106,"0.112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","Olive oil",NA,NA,NA,NA,NA,"DK19","None listed","0","900","3700","0","0",NA,NA,"74.727000000000004","8.73","0","0","0","0","1","0.56000000000000005","0","0","1","2","0",NA,NA,"0","0","0",0,"0",0,0,NA,NA,"0",NA,NA,"0",NA,"5.0999999999999996",NA
"1483","Oil, rape seed (no eruca acid)",NA,NA,NA,NA,NA,"DK19","None listed","0","900","3700","0","0",NA,NA,"60.198999999999998","29.285","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"0","0","0",0,"0",0,0,NA,NA,"0",NA,NA,"0",NA,"18.399999999999999",NA
"1507","Pumpkin seed, dried",NA,NA,NA,NA,NA,"DK19","None listed","6.2","568","2351","5.8049999999999997","36.299999999999997",NA,NA,"13.486000000000001","19.925999999999998",NA,"-2.2000000000000002","9.4","4.4000000000000004","73","7.35","460","1040","790","19.5","4.95","1.1499999999999999",NA,NA,"11","0",0.293,"0.16300000000000001",2.74,0.103,NA,NA,"0",NA,NA,NA,NA,"1.97",NA
"1512","Durum wheat flour",NA,NA,NA,NA,NA,"DK19","None listed","11.1","347","1471","2.1349999999999998","13.3",NA,NA,"0.13","0.51800000000000002",NA,"66.8","6.3","0.9","23","2.6","54","165","205","1.6","1.8","0.32500000000000001",NA,NA,"7.2","0",0.151,"4.2900000000000001E-2",0.552,0.107,NA,NA,"0",NA,NA,NA,NA,"0.314",NA
"1521","Wheat bread, white, industrially produced",NA,NA,NA,NA,NA,"DK19","None listed","35.799999999999997","262","1108","1.4790000000000001","8.4",NA,NA,"1.101","0.83599999999999997",NA,"47.4","3.2","1.5","32.200000000000003","0.93799999999999994","18.7","87.4","116","438","0.60899999999999999","0.107",NA,"19.7","2","0",0.137,"6.2799999999999995E-2",1.13,0.0767,NA,NA,"9.7199999999999995E-2",NA,NA,"0",NA,"0.5",NA
